Year,Crop,FIPS,County,Total transects,Avg. soil loss (ton/ac),Avg. soil loss if all fields conventionally tilled (ton/ac),No till no.  transects,No-till % acres,No-till avg. soil loss (ton/ac),Mulch till no.  transects,Mulch till % acres,Mulch till avg. soil loss (ton/ac),Reduced till no.  transects,Reduced till % acres,Reduced till avg. soil loss (ton/ac),Conventional till no.  transects,Conventional till % acres,Conventional till avg. soil loss (ton/ac)
2015,corn,1,Adams,368,7.10,7.30,0,0.00,0.00,5,1.40,2.10,24,6.50,3.60,339,92.10,7.40
2015,corn,3,Alexander,21,5.70,5.80,0,0.00,0.00,1,4.80,3.20,0,0.00,0.00,20,95.20,5.90
2015,corn,5,Bond,175,6.00,6.10,1,0.60,1.90,1,0.60,0.90,0,0.00,0.00,173,98.90,6.10
2015,corn,7,Boone,258,2.90,3.90,13,5.00,0.50,72,27.90,1.30,58,22.50,2.50,115,44.60,4.40
2015,corn,9,Brown,246,5.60,8.00,22,9.00,1.00,56,23.00,1.80,59,24.00,4.40,109,44.00,9.10
2015,corn,11,Bureau,328,1.60,3.00,8,2.40,0.80,155,47.30,1.00,140,42.70,2.00,25,7.60,3.20
2015,corn,13,Calhoun,120,4.10,11.10,54,45.00,3.80,4,3.30,1.70,59,49.20,4.60,3,2.50,2.70
2015,corn,15,Carroll,370,3.40,6.70,36,9.70,3.10,237,64.10,2.70,82,22.20,4.70,15,4.10,6.90
2015,corn,17,Cass,307,1.40,7.10,56,18.00,0.80,226,74.00,1.50,25,8.00,2.30,0,0.00,0.00
2015,corn,19,Champaign,296,3.10,3.50,5,2.00,0.30,29,10.00,0.60,40,13.00,2.40,222,75.00,3.60
2015,corn,21,Christian,252,3.20,4.00,3,1.00,0.90,1,0.00,1.30,145,58.00,2.50,103,41.00,4.30
2015,corn,23,Clark,222,3.70,3.80,0,0.00,0.00,2,1.00,0.50,16,7.00,1.80,204,92.00,3.80
2015,corn,25,Clay,266,5.00,6.90,15,5.60,1.50,45,16.90,2.50,32,12.00,6.20,174,65.40,5.70
2015,corn,27,Clinton,285,4.00,4.60,6,2.10,0.80,30,10.50,1.50,29,10.20,2.50,220,77.20,4.60
2015,corn,29,Coles,242,4.50,4.50,1,0.40,0.10,0,0.00,0.00,10,4.10,1.50,231,95.50,4.60
2015,corn,31,Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,corn,33,Crawford,264,7.40,7.90,3,1.10,1.20,8,3.00,1.80,25,9.50,3.80,228,86.40,8.10
2015,corn,35,Cumberland,276,3.40,3.60,9,3.00,0.50,5,2.00,0.80,10,4.00,3.50,252,91.00,3.50
2015,corn,37,DeKalb,281,2.70,3.90,10,3.60,0.90,98,34.90,1.50,67,23.80,2.50,106,37.70,4.30
2015,corn,39,DeWitt,275,1.60,4.50,7,2.50,0.60,202,73.50,0.70,37,13.50,3.50,29,10.50,5.40
2015,corn,41,Douglas,264,2.70,2.70,4,2.00,0.80,1,0.00,0.50,10,4.00,1.60,249,94.00,2.80
2015,corn,45,Edgar,224,4.70,5.20,6,3.00,0.40,16,7.00,1.50,29,13.00,2.70,173,77.00,5.50
2015,corn,47,Edwards,196,6.20,11.90,79,40.30,2.20,21,10.70,3.70,12,6.10,7.70,84,42.90,10.40
2015,corn,49,Effingham,249,2.90,3.00,0,0.00,0.00,8,3.20,0.80,7,2.80,1.10,234,94.00,3.00
2015,corn,51,Fayette,311,5.00,5.20,2,0.60,1.70,10,3.20,1.50,5,1.60,3.90,294,94.50,5.10
2015,corn,53,Ford,308,3.30,4.00,29,9.40,0.60,21,6.80,1.40,52,16.90,2.10,206,66.90,4.20
2015,corn,55,Franklin,160,8.00,9.20,0,0.00,0.00,11,6.90,1.50,28,17.50,6.50,121,75.60,8.90
2015,corn,57,Fulton,314,4.40,7.70,39,12.40,1.70,72,22.90,1.60,147,46.80,5.20,56,17.80,7.60
2015,corn,59,Gallatin,242,5.00,6.00,9,3.70,1.90,6,2.50,4.50,122,50.40,4.70,105,43.40,5.80
2015,corn,61,Greene,314,4.90,6.30,41,13.10,1.10,45,14.30,2.20,0,0.00,0.00,228,72.60,6.10
2015,corn,63,Grundy,263,1.60,2.40,45,17.10,0.40,34,12.90,0.70,65,24.70,1.60,119,45.20,2.40
2015,corn,65,Hamilton,158,3.10,5.00,38,24.10,1.20,13,8.20,1.70,10,6.30,2.90,97,61.40,4.10
2015,corn,67,Hancock,261,3.60,4.90,4,1.50,0.70,32,12.30,1.50,77,29.50,3.30,148,56.70,4.30
2015,corn,69,Hardin,12,3.50,6.70,5,41.70,1.30,2,16.70,2.20,0,0.00,0.00,5,41.70,6.20
2015,corn,71,Henderson,343,3.70,8.50,56,16.30,1.20,149,43.40,2.70,102,29.70,5.10,36,10.50,7.80
2015,corn,73,Henry,335,3.30,7.90,154,46.00,2.40,58,17.30,1.90,61,18.20,4.10,62,18.50,6.30
2015,corn,75,Iroquois,225,1.60,2.50,14,6.20,0.20,68,30.20,0.50,72,32.00,1.50,71,31.60,3.10
2015,corn,77,Jackson,105,4.70,9.70,31,29.50,2.50,16,15.20,3.40,23,21.90,4.70,35,33.30,7.30
2015,corn,79,Jasper,278,3.80,4.50,19,6.80,0.60,8,2.90,1.90,35,12.60,3.10,216,77.70,4.20
2015,corn,81,Jefferson,146,10.90,12.40,9,6.20,2.80,7,4.80,3.40,9,6.20,5.80,121,82.90,12.30
2015,corn,83,Jersey,245,5.00,8.90,55,22.40,1.80,43,17.60,2.90,63,25.70,5.30,84,34.30,8.00
2015,corn,85,JoDaviess,306,2.70,9.50,145,47.40,1.60,138,45.10,3.20,9,2.90,3.90,14,4.60,9.80
2015,corn,87,Johnson,28,9.10,22.50,13,46.40,5.60,8,28.60,6.00,7,25.00,19.30,0,0.00,0.00
2015,corn,89,Kane,159,2.20,2.70,10,6.30,1.00,27,17.00,0.60,30,18.90,1.30,92,57.90,3.10
2015,corn,91,Kankakee,274,0.90,1.30,20,7.30,0.30,91,33.20,0.40,54,19.70,0.70,109,39.80,1.60
2015,corn,93,Kendall,272,1.80,2.40,1,0.40,0.10,46,16.90,0.70,131,48.20,1.40,94,34.60,2.80
2015,corn,95,Knox,204,2.40,5.90,50,24.50,1.50,123,60.30,2.40,30,14.70,3.90,1,0.50,2.50
2015,corn,97,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,corn,99,LaSalle,237,2.20,3.00,45,19.00,0.20,24,10.10,1.00,17,7.20,1.90,151,63.70,3.10
2015,corn,101,Lawrence,246,5.10,7.30,21,8.50,1.40,27,11.00,1.70,67,27.20,4.60,131,53.30,6.60
2015,corn,103,Lee,367,1.20,2.60,6,1.60,0.10,284,77.40,1.00,69,18.80,1.90,8,2.20,2.90
2015,corn,105,Livingston,235,3.30,4.00,16,6.80,0.70,29,12.30,0.70,39,16.60,2.40,151,64.30,4.20
2015,corn,107,Logan,299,2.00,4.60,89,29.80,1.10,41,13.70,0.90,168,56.20,2.80,1,0.30,3.00
2015,corn,109,McDonough,237,4.90,8.10,34,14.30,2.40,94,39.70,3.20,52,21.90,5.90,57,24.10,8.40
2015,corn,111,McHenry,209,5.00,7.40,31,14.80,2.30,61,29.20,2.20,33,15.80,4.10,84,40.20,8.40
2015,corn,113,McLean,260,5.40,7.30,5,1.90,1.70,72,27.70,3.60,94,36.20,5.90,89,34.20,6.60
2015,corn,115,Macon,306,3.60,4.70,3,1.00,0.70,50,16.30,1.00,94,30.70,3.00,159,52.00,4.80
2015,corn,117,Macoupin,241,3.20,4.10,7,2.90,1.30,42,17.40,1.10,43,17.80,2.50,149,61.80,4.00
2015,corn,119,Madison,187,8.60,9.50,2,1.10,1.10,5,2.70,1.40,39,20.90,5.00,141,75.40,10.00
2015,corn,121,Marion,196,4.70,5.50,9,4.60,1.10,5,2.60,1.50,24,12.20,4.10,158,80.60,5.10
2015,corn,123,Marshall,286,1.60,4.80,88,30.80,1.10,151,52.80,1.10,0,0.00,0.00,47,16.40,4.20
2015,corn,125,Mason,362,3.00,5.40,35,9.70,1.20,69,19.10,1.20,255,70.40,3.70,3,0.80,4.40
2015,corn,127,Massac,124,5.40,10.80,66,53.20,2.10,7,5.60,6.70,7,5.60,12.10,44,35.50,9.00
2015,corn,129,Menard,271,3.00,7.60,57,21.00,1.80,70,25.80,1.50,144,53.10,4.20,0,0.00,0.00
2015,corn,131,Mercer,239,4.20,7.40,74,31.00,5.00,28,11.70,2.50,133,55.60,4.10,4,1.70,3.80
2015,corn,133,Monroe,139,6.70,12.60,28,20.10,1.50,20,14.40,7.10,38,27.30,5.30,53,38.10,10.30
2015,corn,135,Montgomery,229,3.40,4.30,9,3.90,1.00,43,18.80,1.00,35,15.30,2.80,142,62.00,4.40
2015,corn,137,Morgan,431,3.80,5.40,48,11.10,2.00,70,16.20,2.10,58,13.50,3.10,255,59.20,4.80
2015,corn,139,Moultrie,263,2.60,2.70,1,0.40,0.20,0,0.00,0.00,2,0.80,2.90,260,98.90,2.70
2015,corn,141,Ogle,366,3.10,5.10,19,5.20,1.00,102,27.90,2.20,168,45.90,2.90,77,21.00,5.30
2015,corn,143,Peoria,274,2.00,5.80,88,32.10,0.70,94,34.30,1.20,68,24.80,3.60,24,8.80,5.60
2015,corn,145,Perry,152,4.80,13.60,27,17.80,3.00,85,55.90,3.80,32,21.10,8.00,8,5.30,8.80
2015,corn,147,Piatt,351,3.60,4.00,0,0.00,0.00,15,4.30,0.70,83,23.60,2.20,253,72.10,4.30
2015,corn,149,Pike,259,3.50,7.70,20,7.70,1.80,117,45.20,2.00,118,45.60,5.30,4,1.50,3.60
2015,corn,151,Pope,46,9.70,12.70,9,19.60,3.30,3,6.50,8.90,4,8.70,11.40,30,65.20,11.50
2015,corn,153,Pulaski,56,13.30,17.50,22,39.30,14.60,4,7.10,2.70,0,0.00,0.00,30,53.60,13.70
2015,corn,155,Putnam,152,1.70,3.70,49,32.20,1.20,82,53.90,1.40,0,0.00,0.00,21,13.80,3.70
2015,corn,157,Randolph,195,10.10,13.40,23,11.80,2.80,16,8.20,3.30,52,26.70,8.60,104,53.30,13.50
2015,corn,159,Richland,249,6.30,7.00,11,4.40,2.10,7,2.80,1.20,23,9.20,4.30,208,83.50,6.90
2015,corn,161,RockIsland,213,3.70,8.60,57,26.80,3.60,96,45.10,2.80,30,14.10,4.60,30,14.10,5.60
2015,corn,163,St Clair,133,2.40,6.40,2,1.50,0.70,76,57.10,1.70,53,39.80,3.10,2,1.50,10.60
2015,corn,165,Saline,180,6.10,8.30,27,15.00,2.60,12,6.70,4.30,49,27.20,6.60,92,51.10,7.10
2015,corn,167,Sangamon,253,2.90,5.30,31,12.30,1.80,28,11.10,1.20,153,60.50,3.20,41,16.20,3.80
2015,corn,169,Schuyler,332,7.80,8.70,4,1.20,1.00,16,4.80,2.70,68,20.50,5.30,244,73.50,8.90
2015,corn,171,Scott,236,3.30,7.10,50,21.20,2.20,60,25.40,1.80,93,39.40,4.00,33,14.00,5.80
2015,corn,173,Shelby,399,5.00,5.20,0,0.00,0.00,0,0.00,0.00,66,16.50,3.20,333,83.50,5.30
2015,corn,175,Stark,309,2.90,5.00,24,7.80,1.00,54,17.50,1.80,231,74.80,3.40,0,0.00,0.00
2015,corn,177,Stephenson,378,3.20,5.80,79,20.90,2.80,148,39.20,2.20,92,24.30,3.60,59,15.60,5.50
2015,corn,179,Tazewell,265,2.40,5.20,49,18.50,1.20,67,25.30,1.00,142,53.60,3.40,7,2.60,6.00
2015,corn,181,Union,71,11.60,25.40,53,74.60,10.60,0,0.00,0.00,1,1.40,7.40,17,23.90,15.10
2015,corn,183,Vermilion,227,3.30,3.80,6,2.60,0.50,4,1.80,0.50,67,29.50,2.30,150,66.10,4.00
2015,corn,185,Wabash,241,8.10,10.10,13,5.40,1.60,26,10.80,2.70,52,21.60,5.20,150,62.20,10.60
2015,corn,187,Warren,274,2.20,5.50,105,38.30,1.00,93,33.90,2.40,69,25.20,3.30,7,2.60,5.30
2015,corn,189,Washington,273,7.90,8.10,3,1.10,1.30,3,1.10,1.70,3,1.10,3.20,264,96.70,8.10
2015,corn,191,Wayne,141,5.60,8.20,24,17.00,1.70,17,12.10,2.40,17,12.10,4.30,83,58.90,7.60
2015,corn,193,White,223,2.80,8.90,97,43.50,2.60,54,24.20,1.50,59,26.50,3.40,13,5.80,7.30
2015,corn,195,Whiteside,335,2.50,5.00,43,12.80,2.60,144,43.00,1.90,80,23.90,3.10,68,20.30,3.20
2015,corn,197,Will,175,1.60,2.60,20,11.40,0.50,33,18.90,0.70,62,35.40,1.60,60,34.30,2.60
2015,corn,199,Williamson,50,8.80,11.10,11,22.00,3.20,0,0.00,0.00,13,26.00,9.30,26,52.00,10.90
2015,corn,201,Winnebago,399,2.50,4.80,101,25.30,1.70,97,24.30,1.80,158,39.60,3.10,43,10.80,4.40
2015,corn,203,Woodford,196,3.10,3.60,4,2.00,0.60,16,8.20,0.90,50,25.50,2.10,126,64.30,3.80
2015,corn,,Total,23815,4.32,6.74,2872,14.00,1.60,5012,19.60,1.89,5615,22.10,3.75,10316,44.30,5.68
2015,soybean,1,Adams,271,2.30,5.40,27,9.60,0.60,148,54.60,1.70,76,27.70,3.00,20,7.40,6.20
2015,soybean,3,Alexander,98,2.80,4.40,37,37.80,1.20,1,1.00,0.80,4,4.10,3.60,56,57.10,3.90
2015,soybean,5,Bond,181,1.50,3.60,69,38.10,0.50,64,35.40,1.30,11,6.10,1.70,37,20.40,3.70
2015,soybean,7,Boone,171,1.00,2.80,63,36.80,0.40,59,34.50,1.00,41,24.00,1.10,8,4.70,6.10
2015,soybean,9,Brown,175,1.40,4.60,55,31.00,0.50,85,49.00,0.90,22,13.00,2.30,13,7.00,6.40
2015,soybean,11,Bureau,184,0.70,2.60,69,37.50,0.50,92,50.00,0.70,21,11.40,1.60,2,1.10,2.70
2015,soybean,13,Calhoun,64,1.90,5.30,54,84.40,1.80,2,3.10,0.60,8,12.50,2.20,0,0.00,0.00
2015,soybean,15,Carroll,114,2.10,6.20,48,42.10,1.50,52,45.60,2.10,14,12.30,3.80,0,0.00,0.00
2015,soybean,17,Cass,214,1.10,5.90,108,50.00,0.80,96,45.00,1.30,10,5.00,1.90,0,0.00,0.00
2015,soybean,19,Champaign,275,0.60,1.80,70,25.00,0.10,113,41.00,0.50,69,25.00,0.90,23,8.00,2.20
2015,soybean,21,Christian,213,1.70,3.00,18,8.00,0.30,9,4.00,0.40,179,84.00,1.80,7,3.00,2.70
2015,soybean,23,Clark,241,1.20,2.20,25,10.00,0.30,48,20.00,0.80,128,53.00,1.10,40,17.00,2.20
2015,soybean,25,Clay,334,1.50,4.20,114,34.10,0.70,125,37.40,1.40,42,12.60,1.70,53,15.90,3.40
2015,soybean,27,Clinton,266,1.70,2.90,80,29.70,0.30,46,17.30,1.00,18,6.80,1.70,122,45.90,2.90
2015,soybean,29,Coles,242,1.30,2.60,33,14.00,0.30,85,35.00,0.80,77,32.00,1.30,47,19.00,3.10
2015,soybean,31,Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,soybean,33,Crawford,254,2.90,4.60,40,15.70,0.40,51,20.10,1.10,60,23.60,2.90,103,40.60,4.80
2015,soybean,35,Cumberland,311,1.10,2.40,28,9.00,0.30,110,35.40,0.60,119,38.30,1.40,54,17.40,2.00
2015,soybean,37,DeKalb,160,1.40,3.30,24,15.00,0.60,99,62.00,1.10,29,18.00,1.90,8,5.00,5.00
2015,soybean,39,DeWitt,304,0.60,3.30,103,33.90,0.50,188,61.80,0.50,7,2.30,1.50,6,2.00,5.60
2015,soybean,41,Douglas,224,1.20,2.00,26,11.60,0.20,43,19.20,0.50,93,41.50,1.10,62,27.70,2.40
2015,soybean,45,Edgar,227,1.70,4.20,76,33.00,0.40,61,27.00,1.00,34,15.00,2.00,56,25.00,4.20
2015,soybean,47,Edwards,181,1.90,7.60,144,79.60,1.10,21,11.60,2.00,4,2.20,3.40,12,6.60,10.80
2015,soybean,49,Effingham,295,1.10,1.90,46,15.60,0.20,81,27.50,0.70,81,27.50,1.20,87,29.50,2.00
2015,soybean,51,Fayette,386,1.60,2.60,56,14.50,1.00,116,30.10,1.10,109,28.20,1.30,105,27.20,2.70
2015,soybean,53,Ford,305,0.80,2.40,109,35.70,0.20,128,42.00,0.90,55,18.00,1.50,13,4.30,2.30
2015,soybean,55,Franklin,181,3.70,6.50,0,0.00,0.00,71,39.20,1.30,54,29.80,2.80,56,30.90,7.50
2015,soybean,57,Fulton,247,1.20,4.70,147,59.50,0.50,55,22.30,1.50,35,14.20,2.40,10,4.00,5.20
2015,soybean,59,Gallatin,188,2.60,4.90,36,19.10,0.80,8,4.30,1.50,118,62.80,2.60,26,13.80,5.70
2015,soybean,61,Greene,278,1.30,5.50,171,61.50,0.60,88,31.70,2.00,2,0.70,4.90,17,6.10,4.40
2015,soybean,63,Grundy,206,0.70,1.80,107,51.90,0.20,40,19.40,0.60,50,24.30,1.20,9,4.40,4.10
2015,soybean,65,Hamilton,208,1.80,5.80,104,50.00,1.10,54,26.00,1.90,17,8.20,2.80,33,15.90,3.40
2015,soybean,67,Hancock,240,2.00,6.40,59,24.60,0.80,94,39.20,1.50,74,30.80,3.20,13,5.40,4.30
2015,soybean,69,Hardin,29,4.60,11.70,17,58.60,1.00,0,0.00,0.00,4,13.80,7.90,8,27.60,10.70
2015,soybean,71,Henderson,199,1.70,6.40,91,45.70,0.90,92,46.20,1.80,10,5.00,6.10,6,3.00,4.20
2015,soybean,73,Henry,247,1.60,6.50,97,39.30,0.80,124,50.20,1.70,18,7.30,3.30,8,3.20,7.30
2015,soybean,75,Iroquois,219,0.30,1.60,86,39.30,0.10,118,53.90,0.30,14,6.40,0.90,1,50.00,1.70
2015,soybean,77,Jackson,219,3.10,7.00,85,38.80,1.70,42,19.20,2.00,36,16.40,5.00,56,25.60,5.00
2015,soybean,79,Jasper,284,1.20,2.60,59,20.80,0.40,97,34.20,0.80,82,28.90,1.20,46,16.20,2.90
2015,soybean,81,Jefferson,246,6.00,9.50,53,21.10,3.00,44,17.90,2.70,48,19.50,5.10,101,41.10,9.50
2015,soybean,83,Jersey,168,1.50,7.80,98,58.30,0.70,47,28.00,2.20,16,9.50,3.10,7,4.20,4.20
2015,soybean,85,JoDaviess,65,1.50,9.20,49,75.40,1.40,15,23.10,1.70,0,0.00,0.00,1,1.50,4.60
2015,soybean,87,Johnson,44,3.60,14.30,34,77.30,1.70,1,2.30,7.70,6,13.60,7.80,3,6.80,16.20
2015,soybean,89,Kane,119,1.00,2.30,32,26.90,0.50,43,36.10,0.70,32,26.90,1.40,12,10.10,2.30
2015,soybean,91,Kankakee,187,0.20,1.10,110,58.80,0.10,56,29.90,0.30,14,7.50,0.50,7,3.70,1.10
2015,soybean,93,Kendall,194,0.70,2.00,68,35.10,0.20,65,33.50,0.70,50,25.80,1.10,11,5.70,2.50
2015,soybean,95,Knox,167,0.90,4.40,121,72.50,0.60,41,24.60,1.70,5,3.00,3.20,0,0.00,0.00
2015,soybean,97,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,soybean,99,LaSalle,201,0.90,2.10,74,36.80,0.20,55,27.40,0.70,32,15.90,1.20,40,19.90,2.20
2015,soybean,101,Lawrence,282,1.00,4.00,106,37.60,0.70,116,41.10,0.80,36,12.80,1.60,24,8.50,2.30
2015,soybean,103,Lee,147,0.80,2.40,24,16.30,0.30,102,69.40,0.80,18,12.20,1.30,3,2.00,2.10
2015,soybean,105,Livingston,204,0.70,2.60,90,44.10,0.20,82,40.20,0.80,21,10.30,1.20,11,5.40,3.30
2015,soybean,107,Logan,233,0.80,3.50,113,48.50,0.60,79,33.90,0.80,40,17.20,1.50,1,0.40,1.70
2015,soybean,109,McDonough,233,2.00,6.80,79,33.90,0.60,112,48.10,1.90,19,8.20,3.30,23,9.90,6.60
2015,soybean,111,McHenry,136,1.70,6.10,58,42.60,0.60,59,43.40,1.90,11,8.10,3.00,8,5.90,5.80
2015,soybean,113,McLean,208,1.50,6.00,53,25.50,0.50,128,61.50,1.30,20,9.60,4.10,7,3.40,6.40
2015,soybean,115,Macon,255,1.20,3.40,42,16.50,0.50,173,67.80,1.00,33,12.90,2.00,7,2.70,3.90
2015,soybean,117,Macoupin,203,1.30,3.10,53,26.10,0.70,75,36.90,1.10,32,40.00,0.50,43,60.00,1.00
2015,soybean,119,Madison,134,1.40,3.90,26,19.40,0.40,49,36.60,1.30,48,35.80,1.70,11,8.20,3.20
2015,soybean,121,Marion,223,1.20,2.80,47,21.10,0.30,83,37.20,0.70,37,16.60,1.30,56,25.10,2.60
2015,soybean,123,Marshall,234,1.60,4.40,106,45.30,1.10,101,43.20,1.30,0,0.00,0.00,27,11.50,4.70
2015,soybean,125,Mason,186,1.00,3.70,78,41.90,0.60,45,24.20,1.30,60,32.30,1.20,3,1.60,3.50
2015,soybean,127,Massac,128,1.90,7.40,93,72.70,0.80,15,11.70,2.90,6,4.70,1.90,14,10.90,7.80
2015,soybean,129,Menard,181,1.00,5.40,114,63.00,0.80,54,29.80,1.10,12,6.60,2.20,1,0.60,1.00
2015,soybean,131,Mercer,189,0.90,5.10,133,70.40,0.60,43,22.80,1.70,12,6.30,1.30,1,0.50,0.90
2015,soybean,133,Monroe,111,4.40,7.10,9,8.10,0.50,18,16.20,2.40,37,33.30,4.60,47,42.30,5.70
2015,soybean,135,Montgomery,210,0.70,2.80,60,28.60,0.30,138,65.70,0.70,11,5.20,1.90,1,0.50,2.50
2015,soybean,137,Morgan,312,1.90,7.70,142,45.50,1.10,112,35.90,1.90,47,15.10,3.20,11,3.50,4.40
2015,soybean,139,Moultrie,219,1.30,1.90,44,20.10,0.30,26,11.90,0.50,46,21.00,1.00,103,47.00,2.00
2015,soybean,141,Ogle,163,1.50,4.40,57,34.40,0.50,66,40.50,1.60,33,20.20,2.30,7,4.30,4.80
2015,soybean,143,Peoria,237,0.80,4.00,135,57.00,0.50,78,32.90,0.90,21,8.90,1.60,3,1.30,4.20
2015,soybean,145,Perry,214,3.00,8.60,107,50.00,1.70,78,36.40,3.30,22,10.30,3.70,7,3.30,15.90
2015,soybean,147,Piatt,270,1.10,3.10,29,10.70,0.40,174,64.40,0.90,60,22.20,1.70,7,2.60,3.60
2015,soybean,149,Pike,164,1.30,6.80,101,61.60,0.80,52,31.70,1.90,11,6.70,2.80,0,0.00,0.00
2015,soybean,151,Pope,90,2.80,7.10,46,51.10,0.80,3,3.30,1.10,6,6.70,4.70,35,38.90,5.20
2015,soybean,153,Pulaski,109,7.80,15.80,63,57.80,4.30,1,0.90,9.70,0,0.00,0.00,45,41.30,12.60
2015,soybean,155,Putnam,70,2.60,5.00,15,21.40,1.00,33,47.10,1.60,0,0.00,0.00,22,31.40,5.10
2015,soybean,157,Randolph,187,2.30,7.00,143,76.50,1.70,20,10.70,2.20,14,7.50,4.50,10,5.30,8.50
2015,soybean,159,Richland,250,1.80,4.00,78,31.20,0.90,58,23.20,1.10,65,26.00,1.70,49,19.60,3.90
2015,soybean,161,RockIsland,166,1.30,8.30,81,48.80,1.00,80,48.20,1.60,4,2.40,4.30,1,0.60,1.50
2015,soybean,163,StClair,151,0.70,3.60,104,68.90,0.40,39,25.80,1.30,8,5.30,2.30,0,0.00,0.00
2015,soybean,165,Saline,174,3.20,7.80,60,34.50,1.70,50,28.70,1.60,41,23.60,5.40,23,13.20,6.50
2015,soybean,167,Sangamon,222,1.10,3.60,60,27.00,0.60,92,41.40,0.90,69,31.10,1.80,1,0.50,8.50
2015,soybean,169,Schuyler,280,2.80,7.00,94,33.20,0.90,83,29.60,1.90,63,22.50,3.30,40,14.30,8.20
2015,soybean,171,Scott,188,0.90,4.90,126,67.00,0.50,46,24.50,1.30,15,8.00,1.90,1,0.50,8.70
2015,soybean,173,Shelby,375,2.40,4.40,49,13.10,0.60,81,21.60,1.90,216,57.60,2.60,29,7.70,4.90
2015,soybean,175,Stark,266,0.80,3.80,162,60.90,0.50,90,33.80,1.30,14,5.30,1.40,0,0.00,0.00
2015,soybean,177,Stephenson,164,1.40,5.10,84,51.20,0.60,65,39.60,1.90,9,5.50,2.50,6,3.70,4.70
2015,soybean,179,Tazewell,176,1.10,4.00,77,43.80,0.70,74,42.00,1.10,19,10.80,1.90,6,3.40,3.40
2015,soybean,181,Union,82,6.60,19.50,55,67.10,4.70,0,0.00,0.00,5,6.10,6.10,22,26.80,11.40
2015,soybean,183,Vermilion,233,0.90,2.40,76,32.60,0.30,83,35.60,0.70,58,24.90,1.30,16,6.90,2.80
2015,soybean,185,Wabash,218,1.60,5.90,107,49.10,0.70,77,35.30,1.90,24,11.00,3.00,10,4.60,4.60
2015,soybean,187,Warren,179,0.80,4.40,133,74.30,0.60,44,24.60,1.70,2,1.10,1.30,0,0.00,0.00
2015,soybean,189,Washington,391,3.70,4.30,20,5.10,0.60,23,5.90,1.10,33,8.40,2.10,315,80.60,4.20
2015,soybean,191,Wayne,209,1.40,4.20,104,49.80,0.50,56,26.80,1.20,17,8.10,2.00,32,15.30,4.70
2015,soybean,193,White,219,0.90,5.70,163,74.40,0.70,25,11.40,1.60,22,10.00,1.80,9,4.10,2.40
2015,soybean,195,Whiteside,125,1.60,4.80,55,44.00,1.10,33,26.40,1.30,22,17.60,2.30,15,12.00,2.70
2015,soybean,197,Will,178,0.60,1.70,91,51.10,0.30,64,36.00,0.50,18,10.10,1.00,5,2.80,5.10
2015,soybean,199,Williamson,93,4.00,8.30,36,38.70,1.80,0,0.00,0.00,27,29.00,5.20,30,32.30,5.70
2015,soybean,201,Winnebago,226,1.10,4.10,124,54.90,0.50,62,27.40,1.30,36,15.90,2.00,4,1.80,5.80
2015,soybean,203,Woodford,188,1.10,2.70,71,37.80,0.30,38,20.20,0.70,47,25.00,1.40,32,17.00,2.90
2015,soybean,,Total,20111,1.74,4.97,7396,39.70,0.76,6551,31.00,1.37,3575,16.90,2.34,2589,13.50,4.30
2018,corn,1,Adams,330,4.57,8.23,24,7.30,1.13,78,23.60,2.06,192,58.20,4.72,36,10.90,11.44
2018,corn,3,Alexander,30,5.65,5.68,0,0.00,NA,0,0.00,NA,1,3.30,3.29,29,96.70,5.74
2018,corn,5,Bond,161,3.45,5.65,1,0.60,0.26,37,23.00,1.51,77,47.80,3.34,46,28.60,5.25
2018,corn,7,Boone,251,2.84,3.50,9,3.60,0.31,38,15.10,1.26,47,18.70,2.46,157,62.50,3.48
2018,corn,9,Brown,188,6.22,8.01,13,6.90,1.46,9,4.80,1.44,70,37.20,3.82,96,51.10,9.07
2018,corn,11,Bureau,322,1.68,3.07,11,3.40,0.97,134,41.60,1.17,116,36.00,1.78,61,18.90,2.72
2018,corn,13,Calhoun,91,5.88,10.83,20,22.00,2.53,16,17.60,3.48,30,33.00,5.87,25,27.50,10.11
2018,corn,15,Carroll,369,3.47,6.87,38,10.30,3.64,236,64.00,2.68,77,20.90,5.70,18,4.90,4.03
2018,corn,17,Cass,286,2.33,6.91,144,50.30,2.08,53,18.50,1.57,89,31.10,3.21,0,0.00,NA
2018,corn,19,Champaign,359,3.24,3.33,1,0.30,0.19,2,0.60,0.61,20,5.60,1.98,336,93.60,3.34
2018,corn,21,Christian,257,4.22,4.27,0,0.00,NA,1,0.40,0.70,3,0.00,4.79,253,98.40,4.23
2018,corn,23,Clark,220,3.25,3.35,2,0.90,1.68,3,1.40,0.57,8,3.60,1.57,207,94.10,3.36
2018,corn,25,Clay,221,5.08,6.34,11,5.00,0.93,32,14.50,2.08,22,10.00,4.42,156,70.60,6.08
2018,corn,27,Clinton,305,4.46,4.61,10,3.30,0.87,3,1.00,0.79,1,0.30,3.74,291,95.40,4.62
