"state","county","fips","year","crop_name","cdl_crop_id","eval.acres","ct.acres","cc.acres","nt.acres","rt.acres","NS","perc_ct","perc_cc","perc_nt","perc_rt","perc_eval"
"IL","Alexander",17003,2021,"Soybeans",5,36100.8765121031,2035.60658625466,6766.6229109595,20834.4511197899,12938.3589592555,"S",5.63866250054125,18.7436526885737,57.7117597485618,35.8394593408773,95.76
"IL","Bond",17005,2015,"Corn",1,66611.3491043068,24672.9099310843,442.63929432363,23397.764478267,18378.1265850941,"S",37.040099416766,0.664510327857946,35.1257928159185,27.5900831197935,95.3
"IL","Bond",17005,2015,"Soybeans",5,58047.6952377787,1692.72831364524,163.269792065485,46510.7746510868,9622.21822430998,"S",2.91609909180955,0.281268345619389,80.1251013680498,16.5764001221665,84.49
"IL","Bond",17005,2016,"Corn",1,64715.5464239904,4310.91567281929,2067.83115492859,43782.241294008,16522.3496482991,"S",6.66132932661326,3.19526183303929,67.6533595299718,25.530727253775,NA
"IL","Bond",17005,2016,"Soybeans",5,64084.5357095907,1985.40916802161,2440.16183117825,45517.9776087979,16405.0522120226,"S",3.09810962354289,3.80772335191166,71.0280211985461,25.599081011314,NA
"IL","Bond",17005,2017,"Corn",1,64409.0520137901,5648.94930594254,2340.18623673056,36175.2797216268,21454.2094755423,"S",8.77042764848191,3.63331886367389,56.1649001042301,33.3093079385005,94.72
"IL","Bond",17005,2017,"Soybeans",5,68342.0503001569,1020.77679657532,4512.84671828403,53237.7813519495,12994.2599389274,"S",1.49362916695078,6.60332357379344,77.8990111038961,19.0135646821494,81.36
"IL","Bond",17005,2018,"Corn",1,60623.4001424967,10402.1082642228,8293.99782015775,31283.0400857137,18850.4757032826,"S",17.1585695288823,13.6811821848701,51.6022526156273,31.0943887326909,NA
"IL","Bond",17005,2018,"Soybeans",5,68230.4115530847,4167.13806532804,6731.86828097062,30725.7588731569,32975.9945908906,"S",6.10744969944365,9.86637501919959,45.0323516651392,48.3303468941186,79.62
"IL","Bond",17005,2019,"Corn",1,57035.0755599922,1460.68992709199,6931.93676698565,44469.7780401517,10858.2760547364,"S",2.56103794507218,12.1538135943983,77.9691752899955,19.0378919430293,95.22
