"site_name","crop_system_name","management","climate_scenario","year","NO3.yr"
"a_8","almond-a","ct-bc","rcp60",2056,4.224012
"a_8","almond-a","ct-bc","rcp60",2057,1.691468
"a_8","almond-a","ct-bc","rcp60",2058,3.620591
"a_8","almond-a","ct-bc","rcp60",2059,2.692633
"a_8","almond-a","ct-bc","rcp60",2060,0.740626
"a_8","almond-a","ct-bc","rcp60",2061,0.780269
"a_8","almond-a","ct-bc","rcp60",2062,0.973764
"a_8","almond-a","ct-bc","rcp60",2063,1.14844
"a_8","almond-a","ct-bc","rcp60",2064,3.74604
"a_8","almond-a","ct-bc","rcp60",2065,1.315868
"a_8","almond-a","ct-bc","rcp60",2066,1.43153
"a_8","almond-a","ct-bc","rcp60",2067,2.341133
"a_8","almond-a","ct-bc","rcp60",2068,1.53382
"a_8","almond-a","ct-bc","rcp60",2069,1.730743
"a_8","almond-a","ct-bc","rcp60",2070,2.064999
"a_8","almond-a","ct-bc","rcp60",2071,1.988135
"a_8","almond-a","ct-bc","rcp60",2072,1.153757
"a_8","almond-a","ct-bc","rcp60",2073,6.737935
"a_8","almond-a","ct-lc","rcp26",2013,0.942446
"a_8","almond-a","ct-lc","rcp26",2014,2.596607
"a_8","almond-a","ct-lc","rcp26",2015,3.84953
"a_8","almond-a","ct-lc","rcp26",2016,10.438628
"a_8","almond-a","ct-lc","rcp26",2017,6.253506
"a_8","almond-a","ct-lc","rcp26",2018,43.781085
"a_8","almond-a","ct-lc","rcp26",2019,10.028447
"a_8","almond-a","ct-lc","rcp26",2020,36.709624
"a_8","almond-a","ct-lc","rcp26",2021,78.691388
"a_8","almond-a","ct-lc","rcp26",2022,63.18936
"a_8","almond-a","ct-lc","rcp26",2023,74.601168
"a_8","almond-a","ct-lc","rcp26",2024,154.658927
"a_8","almond-a","ct-lc","rcp26",2025,64.024512
"a_8","almond-a","ct-lc","rcp26",2026,63.127434
"a_8","almond-a","ct-lc","rcp26",2027,135.635592
"a_8","almond-a","ct-lc","rcp26",2028,60.840951
"a_8","almond-a","ct-lc","rcp26",2029,117.494157
"a_8","almond-a","ct-lc","rcp26",2030,130.072313
"a_8","almond-a","ct-lc","rcp26",2031,122.649039
"a_8","almond-a","ct-lc","rcp26",2032,221.8731
"a_8","almond-a","ct-lc","rcp26",2033,170.477776
"a_8","almond-a","ct-lc","rcp26",2034,69.820191
"a_8","almond-a","ct-lc","rcp26",2035,102.24577
"a_8","almond-a","ct-lc","rcp26",2036,240.45045
"a_8","almond-a","ct-lc","rcp26",2037,183.302102
"a_8","almond-a","ct-lc","rcp26",2038,118.457785
"a_8","almond-a","ct-lc","rcp26",2039,252.666435
"a_8","almond-a","ct-lc","rcp26",2040,159.776357
"a_8","almond-a","ct-lc","rcp26",2041,216.209568
"a_8","almond-a","ct-lc","rcp26",2042,135.216548
"a_8","almond-a","ct-lc","rcp26",2043,123.865736
"a_8","almond-a","ct-lc","rcp26",2044,10.444497
"a_8","almond-a","ct-lc","rcp26",2045,234.550038
"a_8","almond-a","ct-lc","rcp26",2046,169.669853
"a_8","almond-a","ct-lc","rcp26",2047,169.018018
"a_8","almond-a","ct-lc","rcp26",2048,270.832521
"a_8","almond-a","ct-lc","rcp26",2049,139.852281
"a_8","almond-a","ct-lc","rcp26",2050,117.438968
"a_8","almond-a","ct-lc","rcp26",2051,80.25123
"a_8","almond-a","ct-lc","rcp26",2052,168.290241
"a_8","almond-a","ct-lc","rcp26",2053,403.506846
"a_8","almond-a","ct-lc","rcp26",2054,122.417024
"a_8","almond-a","ct-lc","rcp26",2055,149.243163
"a_8","almond-a","ct-lc","rcp26",2056,46.853461
"a_8","almond-a","ct-lc","rcp26",2057,286.910676
"a_8","almond-a","ct-lc","rcp26",2058,130.023151
"a_8","almond-a","ct-lc","rcp26",2059,75.62289
"a_8","almond-a","ct-lc","rcp26",2060,170.528659
"a_8","almond-a","ct-lc","rcp26",2061,76.669126
"a_8","almond-a","ct-lc","rcp26",2062,307.859839
"a_8","almond-a","ct-lc","rcp26",2063,102.95369
"a_8","almond-a","ct-lc","rcp26",2064,280.233325
"a_8","almond-a","ct-lc","rcp26",2065,173.253231
"a_8","almond-a","ct-lc","rcp26",2066,212.93088
"a_8","almond-a","ct-lc","rcp26",2067,144.808297
"a_8","almond-a","ct-lc","rcp26",2068,141.357375
"a_8","almond-a","ct-lc","rcp26",2069,186.749704
"a_8","almond-a","ct-lc","rcp26",2070,190.085429
"a_8","almond-a","ct-lc","rcp26",2071,167.373126
"a_8","almond-a","ct-lc","rcp26",2072,278.393557
"a_8","almond-a","ct-lc","rcp26",2073,298.324724
"a_8","almond-a","ct-lc","rcp60",2013,4.349276
"a_8","almond-a","ct-lc","rcp60",2014,2.486898
"a_8","almond-a","ct-lc","rcp60",2015,2.583962
"a_8","almond-a","ct-lc","rcp60",2016,4.140481
"a_8","almond-a","ct-lc","rcp60",2017,24.63276
"a_8","almond-a","ct-lc","rcp60",2018,28.481397
"a_8","almond-a","ct-lc","rcp60",2019,55.29674
"a_8","almond-a","ct-lc","rcp60",2020,31.256974
"a_8","almond-a","ct-lc","rcp60",2021,43.957718
"a_8","almond-a","ct-lc","rcp60",2022,184.742256
"a_8","almond-a","ct-lc","rcp60",2023,65.729018
"a_8","almond-a","ct-lc","rcp60",2024,145.946673
"a_8","almond-a","ct-lc","rcp60",2025,181.95542
"a_8","almond-a","ct-lc","rcp60",2026,105.238157
"a_8","almond-a","ct-lc","rcp60",2027,39.591851
"a_8","almond-a","ct-lc","rcp60",2028,173.328011
"a_8","almond-a","ct-lc","rcp60",2029,149.733424
"a_8","almond-a","ct-lc","rcp60",2030,75.769217
"a_8","almond-a","ct-lc","rcp60",2031,139.177183
"a_8","almond-a","ct-lc","rcp60",2032,216.270789
"a_8","almond-a","ct-lc","rcp60",2033,83.510031
"a_8","almond-a","ct-lc","rcp60",2034,87.085209
"a_8","almond-a","ct-lc","rcp60",2035,172.464913
"a_8","almond-a","ct-lc","rcp60",2036,192.796873
"a_8","almond-a","ct-lc","rcp60",2037,90.070165
"a_8","almond-a","ct-lc","rcp60",2038,153.039547
"a_8","almond-a","ct-lc","rcp60",2039,39.190963
"a_8","almond-a","ct-lc","rcp60",2040,63.000489
"a_8","almond-a","ct-lc","rcp60",2041,250.849447
"a_8","almond-a","ct-lc","rcp60",2042,79.014229
"a_8","almond-a","ct-lc","rcp60",2043,183.765337
"a_8","almond-a","ct-lc","rcp60",2044,253.267646
"a_8","almond-a","ct-lc","rcp60",2045,94.574101
"a_8","almond-a","ct-lc","rcp60",2046,219.02065
"a_8","almond-a","ct-lc","rcp60",2047,123.362172
"a_8","almond-a","ct-lc","rcp60",2048,93.910011
"a_8","almond-a","ct-lc","rcp60",2049,312.954368
"a_8","almond-a","ct-lc","rcp60",2050,177.163481
"a_8","almond-a","ct-lc","rcp60",2051,175.927141
"a_8","almond-a","ct-lc","rcp60",2052,93.919424
"a_8","almond-a","ct-lc","rcp60",2053,243.466103
"a_8","almond-a","ct-lc","rcp60",2054,70.110773
"a_8","almond-a","ct-lc","rcp60",2055,142.443155
"a_8","almond-a","ct-lc","rcp60",2056,255.854162
"a_8","almond-a","ct-lc","rcp60",2057,86.108153
"a_8","almond-a","ct-lc","rcp60",2058,170.057792
"a_8","almond-a","ct-lc","rcp60",2059,214.463549
"a_8","almond-a","ct-lc","rcp60",2060,125.279635
"a_8","almond-a","ct-lc","rcp60",2061,54.596096
"a_8","almond-a","ct-lc","rcp60",2062,400.080192
"a_8","almond-a","ct-lc","rcp60",2063,67.122679
"a_8","almond-a","ct-lc","rcp60",2064,270.995408
"a_8","almond-a","ct-lc","rcp60",2065,95.247969
"a_8","almond-a","ct-lc","rcp60",2066,178.728241
"a_8","almond-a","ct-lc","rcp60",2067,269.023791
"a_8","almond-a","ct-lc","rcp60",2068,419.22279
"a_8","almond-a","ct-lc","rcp60",2069,127.185156
"a_8","almond-a","ct-lc","rcp60",2070,310.705715
"a_8","almond-a","ct-lc","rcp60",2071,253.636774
"a_8","almond-a","ct-lc","rcp60",2072,160.955039
"a_8","almond-a","ct-lc","rcp60",2073,279.548895
"a_8","almond-a","ct-nc","rcp26",2013,4.426804
"a_8","almond-a","ct-nc","rcp26",2014,8.967165
"a_8","almond-a","ct-nc","rcp26",2015,15.683188
"a_8","almond-a","ct-nc","rcp26",2016,24.240021
"a_8","almond-a","ct-nc","rcp26",2017,23.205272
"a_8","almond-a","ct-nc","rcp26",2018,25.43821
"a_8","almond-a","ct-nc","rcp26",2019,7.344908
"a_8","almond-a","ct-nc","rcp26",2020,15.656104
"a_8","almond-a","ct-nc","rcp26",2021,22.691379
"a_8","almond-a","ct-nc","rcp26",2022,17.993425
"a_8","almond-a","ct-nc","rcp26",2023,18.571415
"a_8","almond-a","ct-nc","rcp26",2024,22.7275
"a_8","almond-a","ct-nc","rcp26",2025,10.746602
"a_8","almond-a","ct-nc","rcp26",2026,14.205237
"a_8","almond-a","ct-nc","rcp26",2027,12.0778
"a_8","almond-a","ct-nc","rcp26",2028,17.16356
"a_8","almond-a","ct-nc","rcp26",2029,6.419105
"a_8","almond-a","ct-nc","rcp26",2030,16.206968
"a_8","almond-a","ct-nc","rcp26",2031,9.755581
"a_8","almond-a","ct-nc","rcp26",2032,21.116512
"a_8","almond-a","ct-nc","rcp26",2033,12.153451
"a_8","almond-a","ct-nc","rcp26",2034,11.117703
"a_8","almond-a","ct-nc","rcp26",2035,11.624987
"a_8","almond-a","ct-nc","rcp26",2036,13.573409
"a_8","almond-a","ct-nc","rcp26",2037,15.723247
"a_8","almond-a","ct-nc","rcp26",2038,13.522553
"a_8","almond-a","ct-nc","rcp26",2039,17.655988
"a_8","almond-a","ct-nc","rcp26",2040,14.65477
"a_8","almond-a","ct-nc","rcp26",2041,15.473905
"a_8","almond-a","ct-nc","rcp26",2042,7.6641
"a_8","almond-a","ct-nc","rcp26",2043,14.530745
"a_8","almond-a","ct-nc","rcp26",2044,2.335702
"a_8","almond-a","ct-nc","rcp26",2045,12.649365
"a_8","almond-a","ct-nc","rcp26",2046,9.864981
"a_8","almond-a","ct-nc","rcp26",2047,7.948798
"a_8","almond-a","ct-nc","rcp26",2048,15.328309
"a_8","almond-a","ct-nc","rcp26",2049,8.716182
"a_8","almond-a","ct-nc","rcp26",2050,11.054265
"a_8","almond-a","ct-nc","rcp26",2051,10.911555
"a_8","almond-a","ct-nc","rcp26",2052,11.553096
"a_8","almond-a","ct-nc","rcp26",2053,16.542632
"a_8","almond-a","ct-nc","rcp26",2054,7.774974
"a_8","almond-a","ct-nc","rcp26",2055,10.609019
"a_8","almond-a","ct-nc","rcp26",2056,6.309315
"a_8","almond-a","ct-nc","rcp26",2057,17.457217
"a_8","almond-a","ct-nc","rcp26",2058,6.635037
"a_8","almond-a","ct-nc","rcp26",2059,6.744924
"a_8","almond-a","ct-nc","rcp26",2060,10.076211
"a_8","almond-a","ct-nc","rcp26",2061,12.573503
"a_8","almond-a","ct-nc","rcp26",2062,8.870254
"a_8","almond-a","ct-nc","rcp26",2063,6.940467
"a_8","almond-a","ct-nc","rcp26",2064,14.417331
"a_8","almond-a","ct-nc","rcp26",2065,12.948583
"a_8","almond-a","ct-nc","rcp26",2066,11.831323
"a_8","almond-a","ct-nc","rcp26",2067,6.004184
"a_8","almond-a","ct-nc","rcp26",2068,10.074855
"a_8","almond-a","ct-nc","rcp26",2069,7.83411
"a_8","almond-a","ct-nc","rcp26",2070,9.753172
"a_8","almond-a","ct-nc","rcp26",2071,7.048379
"a_8","almond-a","ct-nc","rcp26",2072,12.742082
"a_8","almond-a","ct-nc","rcp60",2013,14.308026
"a_8","almond-a","ct-nc","rcp60",2014,13.649253
"a_8","almond-a","ct-nc","rcp60",2015,21.058456
"a_8","almond-a","ct-nc","rcp60",2016,23.907409
"a_8","almond-a","ct-nc","rcp60",2017,19.241201
"a_8","almond-a","ct-nc","rcp60",2018,15.497908
"a_8","almond-a","ct-nc","rcp60",2019,17.655014
"a_8","almond-a","ct-nc","rcp60",2020,7.608983
"a_8","almond-a","ct-nc","rcp60",2021,19.006991
"a_8","almond-a","ct-nc","rcp60",2022,23.235608
"a_8","almond-a","ct-nc","rcp60",2023,18.430499
"a_8","almond-a","ct-nc","rcp60",2024,12.97192
"a_8","almond-a","ct-nc","rcp60",2025,21.501756
"a_8","almond-a","ct-nc","rcp60",2026,9.104089
"a_8","almond-a","ct-nc","rcp60",2027,8.309033
"a_8","almond-a","ct-nc","rcp60",2028,19.466759
"a_8","almond-a","ct-nc","rcp60",2029,11.625274
"a_8","almond-a","ct-nc","rcp60",2030,10.383556
"a_8","almond-a","ct-nc","rcp60",2031,20.060882
"a_8","almond-a","ct-nc","rcp60",2032,10.116272
"a_8","almond-a","ct-nc","rcp60",2033,8.5834
"a_8","almond-a","ct-nc","rcp60",2034,10.624053
"a_8","almond-a","ct-nc","rcp60",2035,12.789197
"a_8","almond-a","ct-nc","rcp60",2036,19.903006
"a_8","almond-a","ct-nc","rcp60",2037,7.900875
"a_8","almond-a","ct-nc","rcp60",2038,14.933079
"a_8","almond-a","ct-nc","rcp60",2039,4.552448
"a_8","almond-a","ct-nc","rcp60",2040,7.751623
"a_8","almond-a","ct-nc","rcp60",2041,16.58958
"a_8","almond-a","ct-nc","rcp60",2042,8.574258
"a_8","almond-a","ct-nc","rcp60",2043,12.769715
"a_8","almond-a","ct-nc","rcp60",2044,15.997231
"a_8","almond-a","ct-nc","rcp60",2045,9.185461
"a_8","almond-a","ct-nc","rcp60",2046,11.378973
"a_8","almond-a","ct-nc","rcp60",2047,8.98745
"a_8","almond-a","ct-nc","rcp60",2048,8.220645
"a_8","almond-a","ct-nc","rcp60",2049,19.073699
"a_8","almond-a","ct-nc","rcp60",2050,12.685916
"a_8","almond-a","ct-nc","rcp60",2051,11.904657
"a_8","almond-a","ct-nc","rcp60",2052,10.091251
"a_8","almond-a","ct-nc","rcp60",2053,12.798426
"a_8","almond-a","ct-nc","rcp60",2054,8.889563
"a_8","almond-a","ct-nc","rcp60",2055,12.982328
"a_8","almond-a","ct-nc","rcp60",2056,9.411638
"a_8","almond-a","ct-nc","rcp60",2057,5.636243
"a_8","almond-a","ct-nc","rcp60",2058,7.435768
"a_8","almond-a","ct-nc","rcp60",2059,17.156641
"a_8","almond-a","ct-nc","rcp60",2060,4.817067
"a_8","almond-a","ct-nc","rcp60",2061,5.537572
"a_8","almond-a","ct-nc","rcp60",2062,19.271174
"a_8","almond-a","ct-nc","rcp60",2063,4.185077
"a_8","almond-a","ct-nc","rcp60",2064,11.222998
"a_8","almond-a","ct-nc","rcp60",2065,7.759164
"a_8","almond-a","ct-nc","rcp60",2066,5.666267
"a_8","almond-a","ct-nc","rcp60",2067,16.440616
"a_8","almond-a","ct-nc","rcp60",2068,9.356481
"a_8","almond-a","ct-nc","rcp60",2069,6.057994
"a_8","almond-a","ct-nc","rcp60",2070,16.972397
"a_8","almond-a","ct-nc","rcp60",2071,11.397019
"a_8","almond-a","ct-nc","rcp60",2072,10.403249
"a_8","almond-a","nt-bc","rcp26",2014,0.308317
"a_8","almond-a","nt-bc","rcp26",2015,0.180105
"a_8","almond-a","nt-bc","rcp26",2016,0.141871
"a_8","almond-a","nt-bc","rcp26",2017,1.079414
"a_8","almond-a","nt-bc","rcp26",2018,1.254019
"a_8","almond-a","nt-bc","rcp26",2019,0.413433
"a_8","almond-a","nt-bc","rcp26",2020,0.280315
"a_8","almond-a","nt-bc","rcp26",2021,0.668255
"a_8","almond-a","nt-bc","rcp26",2022,0.477574
"a_8","almond-a","nt-bc","rcp26",2023,1.163265
"a_8","almond-a","nt-bc","rcp26",2024,0.595167
"a_8","almond-a","nt-bc","rcp26",2025,0.540414
"a_8","almond-a","nt-bc","rcp26",2026,0.099344
"a_8","almond-a","nt-bc","rcp26",2027,1.531156
"a_8","almond-a","nt-bc","rcp26",2028,0.638541
"a_8","almond-a","nt-bc","rcp26",2029,0.377558
"a_8","almond-a","nt-bc","rcp26",2030,0.28061
"a_8","almond-a","nt-bc","rcp26",2031,0.639611
"a_8","almond-a","nt-bc","rcp26",2032,0.762869
"a_8","almond-a","nt-bc","rcp26",2033,1.756793
"a_8","almond-a","nt-bc","rcp26",2034,0.485925
"a_8","almond-a","nt-bc","rcp26",2035,0.220568
"a_8","almond-a","nt-bc","rcp26",2036,1.098276
"a_8","almond-a","nt-bc","rcp26",2037,1.011816
"a_8","almond-a","nt-bc","rcp26",2038,1.260923
"a_8","almond-a","nt-bc","rcp26",2039,3.352031
"a_8","almond-a","nt-bc","rcp26",2040,1.300046
"a_8","almond-a","nt-bc","rcp26",2041,1.459444
"a_8","almond-a","nt-bc","rcp26",2042,1.885459
"a_8","almond-a","nt-bc","rcp26",2043,0.976525
"a_8","almond-a","nt-bc","rcp26",2044,0.306372
"a_8","almond-a","nt-bc","rcp26",2045,0.634417
"a_8","almond-a","nt-bc","rcp26",2046,1.265109
"a_8","almond-a","nt-bc","rcp26",2047,0.351823
"a_8","almond-a","nt-bc","rcp26",2048,2.345523
"a_8","almond-a","nt-bc","rcp26",2049,0.215634
"a_8","almond-a","nt-bc","rcp26",2050,0.908101
"a_8","almond-a","nt-bc","rcp26",2051,0.502521
"a_8","almond-a","nt-bc","rcp26",2052,1.012832
"a_8","almond-a","nt-bc","rcp26",2053,2.219584
"a_8","almond-a","nt-bc","rcp26",2054,1.627309
"a_8","almond-a","nt-bc","rcp26",2055,0.340951
"a_8","almond-a","nt-bc","rcp26",2056,0.599958
"a_8","almond-a","nt-bc","rcp26",2057,1.810353
"a_8","almond-a","nt-bc","rcp26",2058,0.783523
"a_8","almond-a","nt-bc","rcp26",2059,0.345583
"a_8","almond-a","nt-bc","rcp26",2060,0.659357
"a_8","almond-a","nt-bc","rcp26",2061,0.716878
"a_8","almond-a","nt-bc","rcp26",2062,1.750364
"a_8","almond-a","nt-bc","rcp26",2063,0.885298
"a_8","almond-a","nt-bc","rcp26",2064,1.593961
"a_8","almond-a","nt-bc","rcp26",2065,1.511661
"a_8","almond-a","nt-bc","rcp26",2066,1.304158
"a_8","almond-a","nt-bc","rcp26",2067,1.314397
"a_8","almond-a","nt-bc","rcp26",2068,0.537064
"a_8","almond-a","nt-bc","rcp26",2069,1.577815
"a_8","almond-a","nt-bc","rcp26",2070,0.60038
"a_8","almond-a","nt-bc","rcp26",2071,0.958658
"a_8","almond-a","nt-bc","rcp26",2072,1.36839
"a_8","almond-a","nt-bc","rcp26",2073,6.550823
"a_8","almond-a","nt-bc","rcp60",2014,0.358258
"a_8","almond-a","nt-bc","rcp60",2015,0.225846
"a_8","almond-a","nt-bc","rcp60",2016,1.154571
"a_8","almond-a","nt-bc","rcp60",2017,0.651918
"a_8","almond-a","nt-bc","rcp60",2018,1.135122
"a_8","almond-a","nt-bc","rcp60",2019,0.116577
"a_8","almond-a","nt-bc","rcp60",2020,0.348237
"a_8","almond-a","nt-bc","rcp60",2021,0.265089
"a_8","almond-a","nt-bc","rcp60",2022,0.932969
"a_8","almond-a","nt-bc","rcp60",2023,0.734587
"a_8","almond-a","nt-bc","rcp60",2024,0.970623
"a_8","almond-a","nt-bc","rcp60",2025,1.256961
"a_8","almond-a","nt-bc","rcp60",2026,1.030849
"a_8","almond-a","nt-bc","rcp60",2027,0.330124
"a_8","almond-a","nt-bc","rcp60",2028,1.07938
"a_8","almond-a","nt-bc","rcp60",2029,1.07117
"a_8","almond-a","nt-bc","rcp60",2030,0.296329
"a_8","almond-a","nt-bc","rcp60",2031,0.546301
"a_8","almond-a","nt-bc","rcp60",2032,1.267917
"a_8","almond-a","nt-bc","rcp60",2033,0.386823
"a_8","almond-a","nt-bc","rcp60",2034,0.72277
"a_8","almond-a","nt-bc","rcp60",2035,0.734928
"a_8","almond-a","nt-bc","rcp60",2036,1.074094
"a_8","almond-a","nt-bc","rcp60",2037,0.670383
"a_8","almond-a","nt-bc","rcp60",2038,1.120631
"a_8","almond-a","nt-bc","rcp60",2039,0.729721
"a_8","almond-a","nt-bc","rcp60",2040,0.473652
"a_8","almond-a","nt-bc","rcp60",2041,1.294546
"a_8","almond-a","nt-bc","rcp60",2042,1.114799
"a_8","almond-a","nt-bc","rcp60",2043,0.794494
"a_8","almond-a","nt-bc","rcp60",2044,0.734714
"a_8","almond-a","nt-bc","rcp60",2045,0.375274
"a_8","almond-a","nt-bc","rcp60",2046,2.117427
"a_8","almond-a","nt-bc","rcp60",2047,1.297521
"a_8","almond-a","nt-bc","rcp60",2048,0.542471
"a_8","almond-a","nt-bc","rcp60",2049,1.426432
"a_8","almond-a","nt-bc","rcp60",2050,1.755779
"a_8","almond-a","nt-bc","rcp60",2051,2.076406
"a_8","almond-a","nt-bc","rcp60",2052,1.093167
"a_8","almond-a","nt-bc","rcp60",2053,2.363884
"a_8","almond-a","nt-bc","rcp60",2054,0.615718
"a_8","almond-a","nt-bc","rcp60",2055,0.512083
"a_8","almond-a","nt-bc","rcp60",2056,2.367426
"a_8","almond-a","nt-bc","rcp60",2057,0.884425
"a_8","almond-a","nt-bc","rcp60",2058,1.49771
"a_8","almond-a","nt-bc","rcp60",2059,1.163407
"a_8","almond-a","nt-bc","rcp60",2060,0.606712
"a_8","almond-a","nt-bc","rcp60",2061,0.571983
"a_8","almond-a","nt-bc","rcp60",2062,0.772141
"a_8","almond-a","nt-bc","rcp60",2063,0.820242
"a_8","almond-a","nt-bc","rcp60",2064,2.132627
"a_8","almond-a","nt-bc","rcp60",2065,0.876454
"a_8","almond-a","nt-bc","rcp60",2066,0.654861
"a_8","almond-a","nt-bc","rcp60",2067,1.46597
"a_8","almond-a","nt-bc","rcp60",2068,1.589305
"a_8","almond-a","nt-bc","rcp60",2069,1.096071
"a_8","almond-a","nt-bc","rcp60",2070,0.840807
"a_8","almond-a","nt-bc","rcp60",2071,2.108597
"a_8","almond-a","nt-bc","rcp60",2072,0.823106
"a_8","almond-a","nt-bc","rcp60",2073,6.260686
"a_8","almond-a","nt-lc","rcp26",2014,0.308317
"a_8","almond-a","nt-lc","rcp26",2015,0.180105
"a_8","almond-a","nt-lc","rcp26",2016,0.141871
"a_8","almond-a","nt-lc","rcp26",2017,1.079414
"a_8","almond-a","nt-lc","rcp26",2018,1.254019
"a_8","almond-a","nt-lc","rcp26",2019,0.413433
"a_8","almond-a","nt-lc","rcp26",2020,0.280315
"a_8","almond-a","nt-lc","rcp26",2021,0.668255
"a_8","almond-a","nt-lc","rcp26",2022,0.477574
"a_8","almond-a","nt-lc","rcp26",2023,1.163265
"a_8","almond-a","nt-lc","rcp26",2024,0.595167
"a_8","almond-a","nt-lc","rcp26",2025,0.540414
"a_8","almond-a","nt-lc","rcp26",2026,0.099344
"a_8","almond-a","nt-lc","rcp26",2027,1.531156
"a_8","almond-a","nt-lc","rcp26",2028,0.638541
"a_8","almond-a","nt-lc","rcp26",2029,0.377558
"a_8","almond-a","nt-lc","rcp26",2030,0.28061
"a_8","almond-a","nt-lc","rcp26",2031,0.639611
"a_8","almond-a","nt-lc","rcp26",2032,0.762869
"a_8","almond-a","nt-lc","rcp26",2033,1.756793
"a_8","almond-a","nt-lc","rcp26",2034,0.485925
"a_8","almond-a","nt-lc","rcp26",2035,0.220568
"a_8","almond-a","nt-lc","rcp26",2036,1.098276
"a_8","almond-a","nt-lc","rcp26",2037,1.011816
"a_8","almond-a","nt-lc","rcp26",2038,1.260923
"a_8","almond-a","nt-lc","rcp26",2039,3.352031
"a_8","almond-a","nt-lc","rcp26",2040,1.300046
"a_8","almond-a","nt-lc","rcp26",2041,1.459444
"a_8","almond-a","nt-lc","rcp26",2042,1.885459
"a_8","almond-a","nt-lc","rcp26",2043,0.976525
"a_8","almond-a","nt-lc","rcp26",2044,0.306372
"a_8","almond-a","nt-lc","rcp26",2045,0.634417
"a_8","almond-a","nt-lc","rcp26",2046,1.265109
"a_8","almond-a","nt-lc","rcp26",2047,0.351823
"a_8","almond-a","nt-lc","rcp26",2048,2.345523
"a_8","almond-a","nt-lc","rcp26",2049,0.215634
"a_8","almond-a","nt-lc","rcp26",2050,0.908101
"a_8","almond-a","nt-lc","rcp26",2051,0.502521
"a_8","almond-a","nt-lc","rcp26",2052,1.012832
"a_8","almond-a","nt-lc","rcp26",2053,2.219584
"a_8","almond-a","nt-lc","rcp26",2054,1.627309
"a_8","almond-a","nt-lc","rcp26",2055,0.340951
"a_8","almond-a","nt-lc","rcp26",2056,0.599958
"a_8","almond-a","nt-lc","rcp26",2057,1.810353
"a_8","almond-a","nt-lc","rcp26",2058,0.783523
"a_8","almond-a","nt-lc","rcp26",2059,0.345583
"a_8","almond-a","nt-lc","rcp26",2060,0.659357
"a_8","almond-a","nt-lc","rcp26",2061,0.716878
"a_8","almond-a","nt-lc","rcp26",2062,1.750364
"a_8","almond-a","nt-lc","rcp26",2063,0.885298
"a_8","almond-a","nt-lc","rcp26",2064,1.593961
"a_8","almond-a","nt-lc","rcp26",2065,1.511661
"a_8","almond-a","nt-lc","rcp26",2066,1.304158
"a_8","almond-a","nt-lc","rcp26",2067,1.314397
"a_8","almond-a","nt-lc","rcp26",2068,0.537064
"a_8","almond-a","nt-lc","rcp26",2069,1.577815
"a_8","almond-a","nt-lc","rcp26",2070,0.60038
"a_8","almond-a","nt-lc","rcp26",2071,0.958658
"a_8","almond-a","nt-lc","rcp26",2072,1.36839
"a_8","almond-a","nt-lc","rcp26",2073,6.550823
"a_8","almond-a","nt-lc","rcp60",2014,0.358258
"a_8","almond-a","nt-lc","rcp60",2015,0.225846
"a_8","almond-a","nt-lc","rcp60",2016,1.154571
"a_8","almond-a","nt-lc","rcp60",2017,0.651918
"a_8","almond-a","nt-lc","rcp60",2018,1.135122
"a_8","almond-a","nt-lc","rcp60",2019,0.116577
"a_8","almond-a","nt-lc","rcp60",2020,0.348237
"a_8","almond-a","nt-lc","rcp60",2021,0.265089
"a_8","almond-a","nt-lc","rcp60",2022,0.932969
"a_8","almond-a","nt-lc","rcp60",2023,0.734587
"a_8","almond-a","nt-lc","rcp60",2024,0.970623
"a_8","almond-a","nt-lc","rcp60",2025,1.256961
"a_8","almond-a","nt-lc","rcp60",2026,1.030849
"a_8","almond-a","nt-lc","rcp60",2027,0.330124
"a_8","almond-a","nt-lc","rcp60",2028,1.07938
"a_8","almond-a","nt-lc","rcp60",2029,1.07117
"a_8","almond-a","nt-lc","rcp60",2030,0.296329
"a_8","almond-a","nt-lc","rcp60",2031,0.546301
"a_8","almond-a","nt-lc","rcp60",2032,1.267917
"a_8","almond-a","nt-lc","rcp60",2033,0.386823
"a_8","almond-a","nt-lc","rcp60",2034,0.72277
"a_8","almond-a","nt-lc","rcp60",2035,0.734928
"a_8","almond-a","nt-lc","rcp60",2036,1.074094
"a_8","almond-a","nt-lc","rcp60",2037,0.670383
"a_8","almond-a","nt-lc","rcp60",2038,1.120631
"a_8","almond-a","nt-lc","rcp60",2039,0.729721
"a_8","almond-a","nt-lc","rcp60",2040,0.473652
"a_8","almond-a","nt-lc","rcp60",2041,1.294546
"a_8","almond-a","nt-lc","rcp60",2042,1.114799
"a_8","almond-a","nt-lc","rcp60",2043,0.794494
"a_8","almond-a","nt-lc","rcp60",2044,0.734714
"a_8","almond-a","nt-lc","rcp60",2045,0.375274
"a_8","almond-a","nt-lc","rcp60",2046,2.117427
"a_8","almond-a","nt-lc","rcp60",2047,1.297521
"a_8","almond-a","nt-lc","rcp60",2048,0.542471
"a_8","almond-a","nt-lc","rcp60",2049,1.426432
"a_8","almond-a","nt-lc","rcp60",2050,1.755779
"a_8","almond-a","nt-lc","rcp60",2051,2.076406
"a_8","almond-a","nt-lc","rcp60",2052,1.093167
"a_8","almond-a","nt-lc","rcp60",2053,2.363884
"a_8","almond-a","nt-lc","rcp60",2054,0.615718
