"site_name","crop","management","climate_scenario","year","NO3.yr"
"v_3","grape-c","cn","rcp26",2063,16.84499
"v_3","grape-c","cn","rcp26",2064,24.015924
"v_3","grape-c","cn","rcp26",2065,22.064828
"v_3","grape-c","cn","rcp26",2066,20.463609
"v_3","grape-c","cn","rcp26",2067,13.471121
"v_3","grape-c","cn","rcp26",2068,20.746657
"v_3","grape-c","cn","rcp26",2069,11.111836
"v_3","grape-c","cn","rcp26",2070,21.051206
"v_3","grape-c","cn","rcp26",2071,12.192414
"v_3","grape-c","cn","rcp26",2072,24.107214
"v_3","grape-c","cn","rcp60",2014,7.31394
"v_3","grape-c","cn","rcp60",2015,34.922936
"v_3","grape-c","cn","rcp60",2016,26.072244
"v_3","grape-c","cn","rcp60",2017,26.85573
"v_3","grape-c","cn","rcp60",2018,21.87643
"v_3","grape-c","cn","rcp60",2019,23.650419
"v_3","grape-c","cn","rcp60",2020,15.812144
"v_3","grape-c","cn","rcp60",2021,30.917072
"v_3","grape-c","cn","rcp60",2022,27.666124
"v_3","grape-c","cn","rcp60",2023,28.009228
"v_3","grape-c","cn","rcp60",2024,18.823767
"v_3","grape-c","cn","rcp60",2025,32.08311
"v_3","grape-c","cn","rcp60",2026,14.10297
"v_3","grape-c","cn","rcp60",2027,17.440913
"v_3","grape-c","cn","rcp60",2028,28.118343
"v_3","grape-c","cn","rcp60",2029,16.728884
"v_3","grape-c","cn","rcp60",2030,22.713182
"v_3","grape-c","cn","rcp60",2031,28.083522
"v_3","grape-c","cn","rcp60",2032,14.568273
"v_3","grape-c","cn","rcp60",2033,18.843131
"v_3","grape-c","cn","rcp60",2034,17.454473
"v_3","grape-c","cn","rcp60",2035,20.290122
"v_3","grape-c","cn","rcp60",2036,26.310012
"v_3","grape-c","cn","rcp60",2037,14.960599
"v_3","grape-c","cn","rcp60",2038,20.750389
"v_3","grape-c","cn","rcp60",2039,13.037144
"v_3","grape-c","cn","rcp60",2040,16.088641
"v_3","grape-c","cn","rcp60",2041,15.774657
"v_3","grape-c","cn","rcp60",2042,17.463184
"v_3","grape-c","cn","rcp60",2043,20.602269
"v_3","grape-c","cn","rcp60",2044,21.050214
"v_3","grape-c","cn","rcp60",2045,17.099449
"v_3","grape-c","cn","rcp60",2046,13.766223
"v_3","grape-c","cn","rcp60",2047,17.101935
"v_3","grape-c","cn","rcp60",2048,14.801622
"v_3","grape-c","cn","rcp60",2049,26.629348
"v_3","grape-c","cn","rcp60",2050,19.141273
"v_3","grape-c","cn","rcp60",2051,19.671706
"v_3","grape-c","cn","rcp60",2052,17.348422
"v_3","grape-c","cn","rcp60",2053,19.668295
"v_3","grape-c","cn","rcp60",2054,16.022077
"v_3","grape-c","cn","rcp60",2055,17.107207
"v_3","grape-c","cn","rcp60",2056,16.30595
"v_3","grape-c","cn","rcp60",2057,11.057839
"v_3","grape-c","cn","rcp60",2058,11.957459
"v_3","grape-c","cn","rcp60",2059,23.0859
"v_3","grape-c","cn","rcp60",2060,9.622762
"v_3","grape-c","cn","rcp60",2061,10.71185
"v_3","grape-c","cn","rcp60",2062,24.627711
"v_3","grape-c","cn","rcp60",2063,9.757131
"v_3","grape-c","cn","rcp60",2064,19.635057
"v_3","grape-c","cn","rcp60",2065,12.995385
"v_3","grape-c","cn","rcp60",2066,12.088183
"v_3","grape-c","cn","rcp60",2067,22.906248
"v_3","grape-c","cn","rcp60",2068,10.868338
"v_3","grape-c","cn","rcp60",2069,13.199253
"v_3","grape-c","cn","rcp60",2070,23.031031
"v_3","grape-c","cn","rcp60",2071,16.409679
"v_3","grape-c","cn","rcp60",2072,18.259744
"v_3","grape-c","rn","rcp26",2014,2.378746
"v_3","grape-c","rn","rcp26",2015,13.461659
"v_3","grape-c","rn","rcp26",2016,18.976314
"v_3","grape-c","rn","rcp26",2017,15.942463
"v_3","grape-c","rn","rcp26",2018,23.907047
"v_3","grape-c","rn","rcp26",2019,10.99831
"v_3","grape-c","rn","rcp26",2020,21.927103
"v_3","grape-c","rn","rcp26",2021,24.038478
"v_3","grape-c","rn","rcp26",2022,16.926973
"v_3","grape-c","rn","rcp26",2023,19.068252
"v_3","grape-c","rn","rcp26",2024,26.954764
"v_3","grape-c","rn","rcp26",2025,13.027192
"v_3","grape-c","rn","rcp26",2026,16.79193
"v_3","grape-c","rn","rcp26",2027,14.1815
"v_3","grape-c","rn","rcp26",2028,22.004652
"v_3","grape-c","rn","rcp26",2029,6.370061
"v_3","grape-c","rn","rcp26",2030,18.507405
"v_3","grape-c","rn","rcp26",2031,13.602601
"v_3","grape-c","rn","rcp26",2032,22.783482
"v_3","grape-c","rn","rcp26",2033,14.592088
"v_3","grape-c","rn","rcp26",2034,14.553021
"v_3","grape-c","rn","rcp26",2035,12.759988
"v_3","grape-c","rn","rcp26",2036,14.405311
"v_3","grape-c","rn","rcp26",2037,17.709063
"v_3","grape-c","rn","rcp26",2038,17.82063
"v_3","grape-c","rn","rcp26",2039,24.749799
"v_3","grape-c","rn","rcp26",2040,17.894304
"v_3","grape-c","rn","rcp26",2041,16.861554
"v_3","grape-c","rn","rcp26",2042,10.573158
"v_3","grape-c","rn","rcp26",2043,15.871374
"v_3","grape-c","rn","rcp26",2044,6.063398
"v_3","grape-c","rn","rcp26",2045,18.682816
"v_3","grape-c","rn","rcp26",2046,14.244523
"v_3","grape-c","rn","rcp26",2047,10.285562
"v_3","grape-c","rn","rcp26",2048,13.128448
"v_3","grape-c","rn","rcp26",2049,14.549831
"v_3","grape-c","rn","rcp26",2050,10.670614
"v_3","grape-c","rn","rcp26",2051,14.098598
"v_3","grape-c","rn","rcp26",2052,14.622996
"v_3","grape-c","rn","rcp26",2053,19.79179
"v_3","grape-c","rn","rcp26",2054,10.101118
"v_3","grape-c","rn","rcp26",2055,15.143653
"v_3","grape-c","rn","rcp26",2056,7.962868
"v_3","grape-c","rn","rcp26",2057,20.934483
"v_3","grape-c","rn","rcp26",2058,9.979095
"v_3","grape-c","rn","rcp26",2059,11.379129
"v_3","grape-c","rn","rcp26",2060,10.578602
"v_3","grape-c","rn","rcp26",2061,16.684901
"v_3","grape-c","rn","rcp26",2062,10.501992
"v_3","grape-c","rn","rcp26",2063,12.513818
"v_3","grape-c","rn","rcp26",2064,17.740645
"v_3","grape-c","rn","rcp26",2065,17.272863
"v_3","grape-c","rn","rcp26",2066,15.676965
"v_3","grape-c","rn","rcp26",2067,9.900334
"v_3","grape-c","rn","rcp26",2068,14.655109
"v_3","grape-c","rn","rcp26",2069,8.129255
"v_3","grape-c","rn","rcp26",2070,14.225288
"v_3","grape-c","rn","rcp26",2071,9.171233
"v_3","grape-c","rn","rcp26",2072,18.035749
"v_3","grape-c","rn","rcp60",2014,5.667777
"v_3","grape-c","rn","rcp60",2015,26.385141
"v_3","grape-c","rn","rcp60",2016,20.176815
"v_3","grape-c","rn","rcp60",2017,20.96473
"v_3","grape-c","rn","rcp60",2018,17.822554
"v_3","grape-c","rn","rcp60",2019,18.859767
"v_3","grape-c","rn","rcp60",2020,12.033897
"v_3","grape-c","rn","rcp60",2021,23.898128
"v_3","grape-c","rn","rcp60",2022,21.5786
"v_3","grape-c","rn","rcp60",2023,21.950028
"v_3","grape-c","rn","rcp60",2024,14.636669
"v_3","grape-c","rn","rcp60",2025,25.452673
"v_3","grape-c","rn","rcp60",2026,11.065556
"v_3","grape-c","rn","rcp60",2027,13.023473
"v_3","grape-c","rn","rcp60",2028,20.427576
"v_3","grape-c","rn","rcp60",2029,12.43185
"v_3","grape-c","rn","rcp60",2030,17.369945
"v_3","grape-c","rn","rcp60",2031,19.916927
"v_3","grape-c","rn","rcp60",2032,11.532555
"v_3","grape-c","rn","rcp60",2033,13.846607
"v_3","grape-c","rn","rcp60",2034,11.482213
"v_3","grape-c","rn","rcp60",2035,15.765923
"v_3","grape-c","rn","rcp60",2036,19.674796
"v_3","grape-c","rn","rcp60",2037,11.131092
"v_3","grape-c","rn","rcp60",2038,16.649732
"v_3","grape-c","rn","rcp60",2039,9.542705
"v_3","grape-c","rn","rcp60",2040,11.21936
"v_3","grape-c","rn","rcp60",2041,11.774316
"v_3","grape-c","rn","rcp60",2042,11.809314
"v_3","grape-c","rn","rcp60",2043,14.631532
"v_3","grape-c","rn","rcp60",2044,16.421262
"v_3","grape-c","rn","rcp60",2045,13.761905
"v_3","grape-c","rn","rcp60",2046,11.114064
"v_3","grape-c","rn","rcp60",2047,13.161463
"v_3","grape-c","rn","rcp60",2048,10.519149
"v_3","grape-c","rn","rcp60",2049,19.217655
"v_3","grape-c","rn","rcp60",2050,15.331381
"v_3","grape-c","rn","rcp60",2051,15.737256
"v_3","grape-c","rn","rcp60",2052,13.914683
"v_3","grape-c","rn","rcp60",2053,15.921016
"v_3","grape-c","rn","rcp60",2054,12.386383
"v_3","grape-c","rn","rcp60",2055,13.726815
"v_3","grape-c","rn","rcp60",2056,12.301867
"v_3","grape-c","rn","rcp60",2057,8.360842
"v_3","grape-c","rn","rcp60",2058,9.53792
"v_3","grape-c","rn","rcp60",2059,19.315646
"v_3","grape-c","rn","rcp60",2060,7.278349
"v_3","grape-c","rn","rcp60",2061,7.507714
"v_3","grape-c","rn","rcp60",2062,19.460251
"v_3","grape-c","rn","rcp60",2063,7.802286
"v_3","grape-c","rn","rcp60",2064,15.244539
"v_3","grape-c","rn","rcp60",2065,9.90636
"v_3","grape-c","rn","rcp60",2066,9.743088
"v_3","grape-c","rn","rcp60",2067,18.68339
"v_3","grape-c","rn","rcp60",2068,8.542079
"v_3","grape-c","rn","rcp60",2069,9.552376
"v_3","grape-c","rn","rcp60",2070,19.146963
"v_3","grape-c","rn","rcp60",2071,13.238866
"v_3","grape-c","rn","rcp60",2072,14.608187
"v_4","grape-a","ct-bc","rcp26",2013,0.21449
"v_4","grape-a","ct-bc","rcp26",2014,1.036676
"v_4","grape-a","ct-bc","rcp26",2015,2.52627
"v_4","grape-a","ct-bc","rcp26",2016,6.687207
"v_4","grape-a","ct-bc","rcp26",2017,22.802342
"v_4","grape-a","ct-bc","rcp26",2018,19.15352
"v_4","grape-a","ct-bc","rcp26",2019,0.186438
"v_4","grape-a","ct-bc","rcp26",2020,12.47833
"v_4","grape-a","ct-bc","rcp26",2021,13.010886
"v_4","grape-a","ct-bc","rcp26",2022,3.616471
"v_4","grape-a","ct-bc","rcp26",2023,2.710896
"v_4","grape-a","ct-bc","rcp26",2024,8.359314
"v_4","grape-a","ct-bc","rcp26",2025,0.711816
"v_4","grape-a","ct-bc","rcp26",2026,8.656755
"v_4","grape-a","ct-bc","rcp26",2027,8.378234
"v_4","grape-a","ct-bc","rcp26",2028,19.968115
"v_4","grape-a","ct-bc","rcp26",2029,5.41058
"v_4","grape-a","ct-bc","rcp26",2030,14.869249
"v_4","grape-a","ct-bc","rcp26",2031,9.52331
"v_4","grape-a","ct-bc","rcp26",2032,39.747127
"v_4","grape-a","ct-bc","rcp26",2033,15.475235
"v_4","grape-a","ct-bc","rcp26",2034,7.510869
"v_4","grape-a","ct-bc","rcp26",2035,17.976403
"v_4","grape-a","ct-bc","rcp26",2036,32.280247
"v_4","grape-a","ct-bc","rcp26",2037,27.831624
"v_4","grape-a","ct-bc","rcp26",2038,26.979154
"v_4","grape-a","ct-bc","rcp26",2039,40.133002
"v_4","grape-a","ct-bc","rcp26",2040,15.604948
"v_4","grape-a","ct-bc","rcp26",2041,16.823638
"v_4","grape-a","ct-bc","rcp26",2042,1.643731
"v_4","grape-a","ct-bc","rcp26",2043,20.972896
"v_4","grape-a","ct-bc","rcp26",2044,0.504707
"v_4","grape-a","ct-bc","rcp26",2045,39.119065
"v_4","grape-a","ct-bc","rcp26",2046,16.485781
"v_4","grape-a","ct-bc","rcp26",2047,40.435469
"v_4","grape-a","ct-bc","rcp26",2048,81.921968
"v_4","grape-a","ct-bc","rcp26",2049,33.397357
"v_4","grape-a","ct-bc","rcp26",2050,30.016573
"v_4","grape-a","ct-bc","rcp26",2051,35.10589
"v_4","grape-a","ct-bc","rcp26",2052,42.358951
"v_4","grape-a","ct-bc","rcp26",2053,85.191144
"v_4","grape-a","ct-bc","rcp26",2054,34.867622
"v_4","grape-a","ct-bc","rcp26",2055,26.689427
"v_4","grape-a","ct-bc","rcp26",2056,11.942877
"v_4","grape-a","ct-bc","rcp26",2057,69.402497
"v_4","grape-a","ct-bc","rcp26",2058,19.826265
"v_4","grape-a","ct-bc","rcp26",2059,19.705803
"v_4","grape-a","ct-bc","rcp26",2060,23.29456
"v_4","grape-a","ct-bc","rcp26",2061,18.757901
"v_4","grape-a","ct-bc","rcp26",2062,61.758605
"v_4","grape-a","ct-bc","rcp26",2063,29.023555
"v_4","grape-a","ct-bc","rcp26",2064,66.681254
"v_4","grape-a","ct-bc","rcp26",2065,42.285141
"v_4","grape-a","ct-bc","rcp26",2066,40.792052
"v_4","grape-a","ct-bc","rcp26",2067,12.124535
"v_4","grape-a","ct-bc","rcp26",2068,27.791616
"v_4","grape-a","ct-bc","rcp26",2069,20.186581
"v_4","grape-a","ct-bc","rcp26",2070,41.649192
"v_4","grape-a","ct-bc","rcp26",2071,35.723831
"v_4","grape-a","ct-bc","rcp26",2072,66.235774
"v_4","grape-a","ct-bc","rcp26",2073,79.655499
"v_4","grape-a","ct-bc","rcp60",2013,1.272971
"v_4","grape-a","ct-bc","rcp60",2014,1.142524
"v_4","grape-a","ct-bc","rcp60",2015,6.646815
"v_4","grape-a","ct-bc","rcp60",2016,5.582708
"v_4","grape-a","ct-bc","rcp60",2017,0.12159
"v_4","grape-a","ct-bc","rcp60",2018,1.833606
"v_4","grape-a","ct-bc","rcp60",2019,0.718807
"v_4","grape-a","ct-bc","rcp60",2020,0.922938
"v_4","grape-a","ct-bc","rcp60",2021,4.682296
"v_4","grape-a","ct-bc","rcp60",2022,11.067082
"v_4","grape-a","ct-bc","rcp60",2023,6.278549
"v_4","grape-a","ct-bc","rcp60",2024,1.590838
"v_4","grape-a","ct-bc","rcp60",2025,14.685343
"v_4","grape-a","ct-bc","rcp60",2026,1.743838
"v_4","grape-a","ct-bc","rcp60",2027,6.058014
"v_4","grape-a","ct-bc","rcp60",2028,34.440647
"v_4","grape-a","ct-bc","rcp60",2029,20.232192
"v_4","grape-a","ct-bc","rcp60",2030,17.711144
"v_4","grape-a","ct-bc","rcp60",2031,38.389754
"v_4","grape-a","ct-bc","rcp60",2032,26.755939
"v_4","grape-a","ct-bc","rcp60",2033,14.777205
"v_4","grape-a","ct-bc","rcp60",2034,15.418883
"v_4","grape-a","ct-bc","rcp60",2035,47.334843
"v_4","grape-a","ct-bc","rcp60",2036,42.007565
"v_4","grape-a","ct-bc","rcp60",2037,11.740458
"v_4","grape-a","ct-bc","rcp60",2038,29.549325
"v_4","grape-a","ct-bc","rcp60",2039,5.809122
"v_4","grape-a","ct-bc","rcp60",2040,5.852742
"v_4","grape-a","ct-bc","rcp60",2041,67.791847
"v_4","grape-a","ct-bc","rcp60",2042,16.005027
"v_4","grape-a","ct-bc","rcp60",2043,41.004491
"v_4","grape-a","ct-bc","rcp60",2044,61.21358
"v_4","grape-a","ct-bc","rcp60",2045,22.92573
"v_4","grape-a","ct-bc","rcp60",2046,52.391501
"v_4","grape-a","ct-bc","rcp60",2047,34.891946
"v_4","grape-a","ct-bc","rcp60",2048,15.807364
"v_4","grape-a","ct-bc","rcp60",2049,98.039943
"v_4","grape-a","ct-bc","rcp60",2050,32.27878
"v_4","grape-a","ct-bc","rcp60",2051,33.085451
"v_4","grape-a","ct-bc","rcp60",2052,13.219861
"v_4","grape-a","ct-bc","rcp60",2053,20.197559
"v_4","grape-a","ct-bc","rcp60",2054,12.369849
"v_4","grape-a","ct-bc","rcp60",2055,12.776558
"v_4","grape-a","ct-bc","rcp60",2056,21.329291
"v_4","grape-a","ct-bc","rcp60",2057,9.669332
"v_4","grape-a","ct-bc","rcp60",2058,19.719362
"v_4","grape-a","ct-bc","rcp60",2059,47.089115
"v_4","grape-a","ct-bc","rcp60",2060,14.146068
"v_4","grape-a","ct-bc","rcp60",2061,13.902238
"v_4","grape-a","ct-bc","rcp60",2062,78.126091
"v_4","grape-a","ct-bc","rcp60",2063,15.125146
"v_4","grape-a","ct-bc","rcp60",2064,62.394496
"v_4","grape-a","ct-bc","rcp60",2065,27.287859
"v_4","grape-a","ct-bc","rcp60",2066,13.244735
"v_4","grape-a","ct-bc","rcp60",2067,58.021747
"v_4","grape-a","ct-bc","rcp60",2068,99.292263
"v_4","grape-a","ct-bc","rcp60",2069,34.711603
"v_4","grape-a","ct-bc","rcp60",2070,65.338104
"v_4","grape-a","ct-bc","rcp60",2071,73.35237
"v_4","grape-a","ct-bc","rcp60",2072,16.80675
"v_4","grape-a","ct-bc","rcp60",2073,19.647586
"v_4","grape-a","ct-lc","rcp26",2013,0.21449
"v_4","grape-a","ct-lc","rcp26",2014,1.036666
"v_4","grape-a","ct-lc","rcp26",2015,1.322611
"v_4","grape-a","ct-lc","rcp26",2016,1.773401
"v_4","grape-a","ct-lc","rcp26",2017,18.066289
"v_4","grape-a","ct-lc","rcp26",2018,48.625731
"v_4","grape-a","ct-lc","rcp26",2019,2.323841
"v_4","grape-a","ct-lc","rcp26",2020,29.139928
"v_4","grape-a","ct-lc","rcp26",2021,67.401292
"v_4","grape-a","ct-lc","rcp26",2022,49.658629
"v_4","grape-a","ct-lc","rcp26",2023,113.251778
"v_4","grape-a","ct-lc","rcp26",2024,176.866179
"v_4","grape-a","ct-lc","rcp26",2025,82.833944
"v_4","grape-a","ct-lc","rcp26",2026,48.498187
"v_4","grape-a","ct-lc","rcp26",2027,73.855469
"v_4","grape-a","ct-lc","rcp26",2028,94.001227
"v_4","grape-a","ct-lc","rcp26",2029,83.061023
"v_4","grape-a","ct-lc","rcp26",2030,75.379532
"v_4","grape-a","ct-lc","rcp26",2031,33.707048
"v_4","grape-a","ct-lc","rcp26",2032,341.03299
"v_4","grape-a","ct-lc","rcp26",2033,271.634226
"v_4","grape-a","ct-lc","rcp26",2034,20.375622
"v_4","grape-a","ct-lc","rcp26",2035,60.524187
"v_4","grape-a","ct-lc","rcp26",2036,189.781523
"v_4","grape-a","ct-lc","rcp26",2037,146.179584
"v_4","grape-a","ct-lc","rcp26",2038,135.648402
"v_4","grape-a","ct-lc","rcp26",2039,445.338858
"v_4","grape-a","ct-lc","rcp26",2040,165.064188
"v_4","grape-a","ct-lc","rcp26",2041,131.564812
"v_4","grape-a","ct-lc","rcp26",2042,131.571297
"v_4","grape-a","ct-lc","rcp26",2043,56.192229
"v_4","grape-a","ct-lc","rcp26",2044,1.319571
"v_4","grape-a","ct-lc","rcp26",2045,189.903984
"v_4","grape-a","ct-lc","rcp26",2046,68.642146
"v_4","grape-a","ct-lc","rcp26",2047,130.106585
"v_4","grape-a","ct-lc","rcp26",2048,426.447746
"v_4","grape-a","ct-lc","rcp26",2049,117.456372
"v_4","grape-a","ct-lc","rcp26",2050,47.537247
"v_4","grape-a","ct-lc","rcp26",2051,63.72191
"v_4","grape-a","ct-lc","rcp26",2052,81.777892
"v_4","grape-a","ct-lc","rcp26",2053,512.272359
"v_4","grape-a","ct-lc","rcp26",2054,331.296969
"v_4","grape-a","ct-lc","rcp26",2055,181.935138
"v_4","grape-a","ct-lc","rcp26",2056,16.083137
"v_4","grape-a","ct-lc","rcp26",2057,200.250273
"v_4","grape-a","ct-lc","rcp26",2058,70.533968
"v_4","grape-a","ct-lc","rcp26",2059,38.804213
"v_4","grape-a","ct-lc","rcp26",2060,88.792026
"v_4","grape-a","ct-lc","rcp26",2061,43.688314
"v_4","grape-a","ct-lc","rcp26",2062,352.414371
"v_4","grape-a","ct-lc","rcp26",2063,35.200546
"v_4","grape-a","ct-lc","rcp26",2064,189.593198
"v_4","grape-a","ct-lc","rcp26",2065,290.943127
"v_4","grape-a","ct-lc","rcp26",2066,303.307031
"v_4","grape-a","ct-lc","rcp26",2067,178.310576
"v_4","grape-a","ct-lc","rcp26",2068,161.576857
"v_4","grape-a","ct-lc","rcp26",2069,175.387074
"v_4","grape-a","ct-lc","rcp26",2070,166.765274
"v_4","grape-a","ct-lc","rcp26",2071,149.05498
"v_4","grape-a","ct-lc","rcp26",2072,257.781179
"v_4","grape-a","ct-lc","rcp26",2073,346.678959
"v_4","grape-a","ct-lc","rcp60",2013,1.272971
"v_4","grape-a","ct-lc","rcp60",2014,1.142306
"v_4","grape-a","ct-lc","rcp60",2015,4.281649
"v_4","grape-a","ct-lc","rcp60",2016,18.184185
"v_4","grape-a","ct-lc","rcp60",2017,17.913696
"v_4","grape-a","ct-lc","rcp60",2018,33.598304
"v_4","grape-a","ct-lc","rcp60",2019,59.181964
"v_4","grape-a","ct-lc","rcp60",2020,10.838487
"v_4","grape-a","ct-lc","rcp60",2021,24.964905
"v_4","grape-a","ct-lc","rcp60",2022,130.168134
"v_4","grape-a","ct-lc","rcp60",2023,47.760282
"v_4","grape-a","ct-lc","rcp60",2024,62.564074
"v_4","grape-a","ct-lc","rcp60",2025,310.912894
"v_4","grape-a","ct-lc","rcp60",2026,112.198073
"v_4","grape-a","ct-lc","rcp60",2027,16.440932
"v_4","grape-a","ct-lc","rcp60",2028,126.639144
"v_4","grape-a","ct-lc","rcp60",2029,124.99709
"v_4","grape-a","ct-lc","rcp60",2030,51.11783
"v_4","grape-a","ct-lc","rcp60",2031,209.249029
"v_4","grape-a","ct-lc","rcp60",2032,220.564413
"v_4","grape-a","ct-lc","rcp60",2033,51.403986
"v_4","grape-a","ct-lc","rcp60",2034,31.130968
"v_4","grape-a","ct-lc","rcp60",2035,235.104914
"v_4","grape-a","ct-lc","rcp60",2036,192.182012
"v_4","grape-a","ct-lc","rcp60",2037,71.189415
"v_4","grape-a","ct-lc","rcp60",2038,187.809136
"v_4","grape-a","ct-lc","rcp60",2039,14.484286
"v_4","grape-a","ct-lc","rcp60",2040,12.299021
"v_4","grape-a","ct-lc","rcp60",2041,428.576122
"v_4","grape-a","ct-lc","rcp60",2042,18.944309
"v_4","grape-a","ct-lc","rcp60",2043,104.078524
"v_4","grape-a","ct-lc","rcp60",2044,326.950972
"v_4","grape-a","ct-lc","rcp60",2045,116.586301
"v_4","grape-a","ct-lc","rcp60",2046,272.378543
"v_4","grape-a","ct-lc","rcp60",2047,90.150128
"v_4","grape-a","ct-lc","rcp60",2048,22.590263
"v_4","grape-a","ct-lc","rcp60",2049,378.845437
"v_4","grape-a","ct-lc","rcp60",2050,128.656748
"v_4","grape-a","ct-lc","rcp60",2051,205.207462
"v_4","grape-a","ct-lc","rcp60",2052,66.69197
"v_4","grape-a","ct-lc","rcp60",2053,239.50603
"v_4","grape-a","ct-lc","rcp60",2054,55.266826
"v_4","grape-a","ct-lc","rcp60",2055,86.100414
"v_4","grape-a","ct-lc","rcp60",2056,230.649997
"v_4","grape-a","ct-lc","rcp60",2057,37.499783
"v_4","grape-a","ct-lc","rcp60",2058,124.579676
"v_4","grape-a","ct-lc","rcp60",2059,215.091504
"v_4","grape-a","ct-lc","rcp60",2060,37.154519
"v_4","grape-a","ct-lc","rcp60",2061,23.541811
"v_4","grape-a","ct-lc","rcp60",2062,363.54576
"v_4","grape-a","ct-lc","rcp60",2063,13.514945
"v_4","grape-a","ct-lc","rcp60",2064,312.361778
"v_4","grape-a","ct-lc","rcp60",2065,86.256438
"v_4","grape-a","ct-lc","rcp60",2066,33.88523
"v_4","grape-a","ct-lc","rcp60",2067,167.530368
"v_4","grape-a","ct-lc","rcp60",2068,539.44642
"v_4","grape-a","ct-lc","rcp60",2069,86.398714
"v_4","grape-a","ct-lc","rcp60",2070,322.475104
"v_4","grape-a","ct-lc","rcp60",2071,547.864967
"v_4","grape-a","ct-lc","rcp60",2072,149.117691
"v_4","grape-a","ct-lc","rcp60",2073,304.375507
"v_4","grape-a","ct-nc","rcp26",2013,0.87977
"v_4","grape-a","ct-nc","rcp26",2014,3.573543
"v_4","grape-a","ct-nc","rcp26",2015,12.82967
"v_4","grape-a","ct-nc","rcp26",2016,31.212001
"v_4","grape-a","ct-nc","rcp26",2017,51.037162
"v_4","grape-a","ct-nc","rcp26",2018,77.273982
"v_4","grape-a","ct-nc","rcp26",2019,12.915247
"v_4","grape-a","ct-nc","rcp26",2020,44.855266
"v_4","grape-a","ct-nc","rcp26",2021,75.473254
"v_4","grape-a","ct-nc","rcp26",2022,57.921323
"v_4","grape-a","ct-nc","rcp26",2023,91.525556
"v_4","grape-a","ct-nc","rcp26",2024,90.307614
"v_4","grape-a","ct-nc","rcp26",2025,41.83228
"v_4","grape-a","ct-nc","rcp26",2026,40.752471
"v_4","grape-a","ct-nc","rcp26",2027,44.265832
"v_4","grape-a","ct-nc","rcp26",2028,72.849008
"v_4","grape-a","ct-nc","rcp26",2029,33.98798
"v_4","grape-a","ct-nc","rcp26",2030,66.509437
"v_4","grape-a","ct-nc","rcp26",2031,32.587856
"v_4","grape-a","ct-nc","rcp26",2032,124.313689
"v_4","grape-a","ct-nc","rcp26",2033,73.117527
"v_4","grape-a","ct-nc","rcp26",2034,35.38266
"v_4","grape-a","ct-nc","rcp26",2035,44.286781
"v_4","grape-a","ct-nc","rcp26",2036,73.214694
"v_4","grape-a","ct-nc","rcp26",2037,78.270237
"v_4","grape-a","ct-nc","rcp26",2038,66.143654
"v_4","grape-a","ct-nc","rcp26",2039,105.917356
"v_4","grape-a","ct-nc","rcp26",2040,57.421646
"v_4","grape-a","ct-nc","rcp26",2041,66.460876
"v_4","grape-a","ct-nc","rcp26",2042,38.045831
"v_4","grape-a","ct-nc","rcp26",2043,57.442103
"v_4","grape-a","ct-nc","rcp26",2044,4.485082
"v_4","grape-a","ct-nc","rcp26",2045,67.92882
"v_4","grape-a","ct-nc","rcp26",2046,32.205452
"v_4","grape-a","ct-nc","rcp26",2047,51.705962
"v_4","grape-a","ct-nc","rcp26",2048,104.75249
"v_4","grape-a","ct-nc","rcp26",2049,47.376489
"v_4","grape-a","ct-nc","rcp26",2050,48.485563
"v_4","grape-a","ct-nc","rcp26",2051,57.912495
"v_4","grape-a","ct-nc","rcp26",2052,71.123682
"v_4","grape-a","ct-nc","rcp26",2053,132.262876
"v_4","grape-a","ct-nc","rcp26",2054,66.362379
"v_4","grape-a","ct-nc","rcp26",2055,46.663262
"v_4","grape-a","ct-nc","rcp26",2056,19.684102
"v_4","grape-a","ct-nc","rcp26",2057,93.248849
"v_4","grape-a","ct-nc","rcp26",2058,33.528692
"v_4","grape-a","ct-nc","rcp26",2059,34.177996
"v_4","grape-a","ct-nc","rcp26",2060,50.993584
"v_4","grape-a","ct-nc","rcp26",2061,67.294393
"v_4","grape-a","ct-nc","rcp26",2062,87.995338
"v_4","grape-a","ct-nc","rcp26",2063,37.882367
"v_4","grape-a","ct-nc","rcp26",2064,96.985244
"v_4","grape-a","ct-nc","rcp26",2065,84.829049
"v_4","grape-a","ct-nc","rcp26",2066,86.109345
"v_4","grape-a","ct-nc","rcp26",2067,36.407112
"v_4","grape-a","ct-nc","rcp26",2068,60.093428
"v_4","grape-a","ct-nc","rcp26",2069,37.188794
"v_4","grape-a","ct-nc","rcp26",2070,55.8248
"v_4","grape-a","ct-nc","rcp26",2071,46.407016
"v_4","grape-a","ct-nc","rcp26",2072,82.832113
"v_4","grape-a","ct-nc","rcp60",2013,4.400567
"v_4","grape-a","ct-nc","rcp60",2014,13.298726
"v_4","grape-a","ct-nc","rcp60",2015,32.995893
"v_4","grape-a","ct-nc","rcp60",2016,66.942778
"v_4","grape-a","ct-nc","rcp60",2017,50.43143
"v_4","grape-a","ct-nc","rcp60",2018,41.190263
"v_4","grape-a","ct-nc","rcp60",2019,40.46819
"v_4","grape-a","ct-nc","rcp60",2020,17.202478
"v_4","grape-a","ct-nc","rcp60",2021,42.200737
"v_4","grape-a","ct-nc","rcp60",2022,86.829113
